Index,GPS time,CoG,Lat,Lon,VX,VY,VZ,relPosHeading
12681,2330:342264.780,247.13,0.00000000,0.00000000,-12.12,-4.54,-4.67,246.23750
12682,2330:342264.923,246.87,0.00000000,0.00000000,-12.30,-4.64,-4.80,246.07822
12683,2330:342265.066,246.50,0.00000000,0.00000000,-12.48,-4.75,-4.97,245.67754
12684,2330:342265.209,246.28,0.00000000,0.00000000,-12.61,-4.82,-5.08,245.46432
12685,2330:342265.352,246.11,0.00000000,0.00000000,-12.76,-4.90,-5.18,245.28040
12686,2330:342265.495,246.03,0.00000000,0.00000000,-12.91,-4.96,-5.27,245.00988
12687,2330:342265.638,245.73,0.00000000,0.00000000,-12.97,-5.04,-5.36,244.82656
12688,2330:342265.781,245.48,0.00000000,0.00000000,-13.06,-5.10,-5.47,244.63754
12689,2330:342265.924,245.28,0.00000000,0.00000000,-13.20,-5.18,-5.58,244.45466
12690,2330:342266.067,244.96,0.00000000,0.00000000,-13.25,-5.23,-5.69,244.23756
12691,2330:342266.210,244.99,0.00000000,0.00000000,-13.38,-5.28,-5.75,244.16752
12692,2330:342266.353,244.97,0.00000000,0.00000000,-13.47,-5.33,-5.78,244.10354
12693,2330:342266.496,244.95,0.00000000,0.00000000,-13.58,-5.41,-5.82,243.87310
12694,2330:342266.639,244.84,0.00000000,0.00000000,-13.64,-5.45,-5.87,243.92104
12695,2330:342266.782,244.63,0.00000000,0.00000000,-13.72,-5.53,-5.96,243.78324
12696,2330:342266.925,244.58,0.00000000,0.00000000,-13.74,-5.55,-5.98,243.81224
12697,2330:342267.068,244.55,0.00000000,0.00000000,-13.83,-5.59,-6.03,243.60272
12698,2330:342267.211,244.52,0.00000000,0.00000000,-13.88,-5.61,-6.06,243.63892
12699,2330:342267.354,244.35,0.00000000,0.00000000,-13.89,-5.65,-6.12,243.43994
12700,2330:342267.497,244.18,0.00000000,0.00000000,-13.91,-5.67,-6.18,243.36018
12701,2330:342267.640,243.91,0.00000000,0.00000000,-13.93,-5.74,-6.25,243.36800
12702,2330:342267.783,243.88,0.00000000,0.00000000,-13.99,-5.76,-6.29,243.28172
12703,2330:342267.926,243.85,0.00000000,0.00000000,-14.05,-5.81,-6.32,243.03026
12704,2330:342268.069,243.83,0.00000000,0.00000000,-14.11,-5.83,-6.35,242.96794
12705,2330:342268.212,243.80,0.00000000,0.00000000,-14.13,-5.85,-6.37,242.89048
12706,2330:342268.355,243.59,0.00000000,0.00000000,-14.19,-5.90,-6.47,242.74050
12707,2330:342268.498,243.54,0.00000000,0.00000000,-14.23,-5.91,-6.51,242.68176
12708,2330:342268.641,243.39,0.00000000,0.00000000,-14.25,-5.91,-6.57,242.59716
12709,2330:342268.784,243.33,0.00000000,0.00000000,-14.27,-5.94,-6.59,242.43822
12710,2330:342268.927,243.26,0.00000000,0.00000000,-14.29,-5.97,-6.62,242.42216
12711,2330:342269.070,243.23,0.00000000,0.00000000,-14.30,-6.00,-6.63,242.29370
12712,2330:342269.213,242.89,0.00000000,0.00000000,-14.27,-6.04,-6.72,242.08822
12713,2330:342269.356,242.96,0.00000000,0.00000000,-14.30,-6.03,-6.71,242.21480
12714,2330:342269.499,242.92,0.00000000,0.00000000,-14.25,-6.00,-6.71,242.03114
12715,2330:342269.642,243.01,0.00000000,0.00000000,-14.24,-6.00,-6.67,242.08650
12716,2330:342269.785,242.93,0.00000000,0.00000000,-14.19,-5.99,-6.67,242.12060
12717,2330:342269.928,242.88,0.00000000,0.00000000,-14.16,-6.00,-6.67,242.08502
12718,2330:342270.071,242.83,0.00000000,0.00000000,-14.10,-5.97,-6.66,242.12152
12719,2330:342270.214,242.83,0.00000000,0.00000000,-14.08,-5.97,-6.64,242.09550
12720,2330:342270.357,242.93,0.00000000,0.00000000,-14.06,-5.95,-6.60,242.12458
12721,2330:342270.500,242.93,0.00000000,0.00000000,-14.03,-5.93,-6.59,242.09578
12722,2330:342270.643,243.02,0.00000000,0.00000000,-13.99,-5.89,-6.55,242.14440
12723,2330:342270.786,242.99,0.00000000,0.00000000,-13.95,-5.88,-6.54,242.03108
12724,2330:342270.929,243.01,0.00000000,0.00000000,-13.92,-5.86,-6.52,242.06382
12725,2330:342271.072,243.01,0.00000000,0.00000000,-13.90,-5.86,-6.51,242.11890
12726,2330:342271.215,243.00,0.00000000,0.00000000,-13.84,-5.82,-6.49,242.21404
12727,2330:342271.358,242.96,0.00000000,0.00000000,-13.81,-5.81,-6.49,242.15014
12728,2330:342271.501,243.08,0.00000000,0.00000000,-13.76,-5.76,-6.44,242.22676
12729,2330:342271.644,243.02,0.00000000,0.00000000,-13.72,-5.75,-6.44,242.20658
12730,2330:342271.787,243.07,0.00000000,0.00000000,-13.65,-5.72,-6.39,242.25080
12731,2330:342271.930,243.05,0.00000000,0.00000000,-13.59,-5.70,-6.36,242.17190
12732,2330:342272.073,242.85,0.00000000,0.00000000,-13.50,-5.71,-6.37,241.98328
12733,2330:342272.216,242.60,0.00000000,0.00000000,-13.40,-5.71,-6.39,241.76854
12734,2330:342272.359,242.35,0.00000000,0.00000000,-13.32,-5.72,-6.42,241.55384
12735,2330:342272.502,242.10,0.00000000,0.00000000,-13.23,-5.71,-6.46,241.23858
12736,2330:342272.645,242.03,0.00000000,0.00000000,-13.18,-5.71,-6.44,240.95794
12737,2330:342272.788,241.88,0.00000000,0.00000000,-13.11,-5.71,-6.45,240.98942
12738,2330:342272.931,241.71,0.00000000,0.00000000,-13.04,-5.71,-6.47,240.85766
12739,2330:342273.074,241.41,0.00000000,0.00000000,-12.95,-5.72,-6.50,240.71666
12740,2330:342273.217,241.19,0.00000000,0.00000000,-12.89,-5.73,-6.53,240.47966
12741,2330:342273.360,241.04,0.00000000,0.00000000,-12.80,-5.70,-6.54,240.19634
12742,2330:342273.503,240.92,0.00000000,0.00000000,-12.76,-5.70,-6.55,240.21552
12743,2330:342273.646,240.74,0.00000000,0.00000000,-12.67,-5.68,-6.56,239.94514
12744,2330:342273.789,240.60,0.00000000,0.00000000,-12.62,-5.69,-6.57,239.86520
12745,2330:342273.932,240.36,0.00000000,0.00000000,-12.53,-5.68,-6.59,239.50278
12746,2330:342274.075,240.25,0.00000000,0.00000000,-12.48,-5.68,-6.59,239.44032
12747,2330:342274.218,240.04,0.00000000,0.00000000,-12.41,-5.66,-6.62,239.38540
12748,2330:342274.361,240.07,0.00000000,0.00000000,-12.39,-5.63,-6.61,239.37310
12749,2330:342274.504,240.06,0.00000000,0.00000000,-12.33,-5.59,-6.59,239.43256
12750,2330:342274.647,240.14,0.00000000,0.00000000,-12.30,-5.57,-6.55,239.33962
12751,2330:342274.790,240.32,0.00000000,0.00000000,-12.25,-5.53,-6.47,239.40228
12752,2330:342274.933,240.40,0.00000000,0.00000000,-12.24,-5.54,-6.43,239.38256
12753,2330:342275.076,240.46,0.00000000,0.00000000,-12.20,-5.53,-6.38,239.36550
12754,2330:342275.219,240.35,0.00000000,0.00000000,-12.16,-5.54,-6.38,239.58050
12755,2330:342275.362,240.54,0.00000000,0.00000000,-12.12,-5.50,-6.31,239.62536
12756,2330:342275.505,240.70,0.00000000,0.00000000,-12.11,-5.48,-6.26,239.90018
12757,2330:342275.648,240.77,0.00000000,0.00000000,-12.05,-5.45,-6.21,239.84214
12758,2330:342275.791,240.95,0.00000000,0.00000000,-12.03,-5.42,-6.14,240.24424
12759,2330:342275.934,241.29,0.00000000,0.00000000,-12.04,-5.36,-6.06,240.75494
12760,2330:342276.077,242.06,0.00000000,0.00000000,-12.10,-5.27,-5.89,241.34326
12761,2330:342276.220,242.84,0.00000000,0.00000000,-12.12,-5.16,-5.70,241.85722
12762,2330:342276.363,243.49,0.00000000,0.00000000,-12.20,-5.10,-5.58,242.53724
12763,2330:342276.506,244.06,0.00000000,0.00000000,-12.19,-5.02,-5.43,243.14486
12764,2330:342276.649,244.58,0.00000000,0.00000000,-12.24,-4.96,-5.32,243.74328
12765,2330:342276.792,245.24,0.00000000,0.00000000,-12.25,-4.86,-5.17,244.33898
12766,2330:342276.935,245.63,0.00000000,0.00000000,-12.26,-4.81,-5.07,244.97590
12767,2330:342277.078,246.39,0.00000000,0.00000000,-12.30,-4.72,-4.91,245.41040
12768,2330:342277.221,246.67,0.00000000,0.00000000,-12.32,-4.67,-4.86,245.73156
12769,2330:342277.364,246.94,0.00000000,0.00000000,-12.27,-4.60,-4.78,246.08878
12770,2330:342277.507,247.17,0.00000000,0.00000000,-12.25,-4.55,-4.72,246.44262
12771,2330:342277.650,247.64,0.00000000,0.00000000,-12.24,-4.48,-4.61,246.75696
12772,2330:342277.793,247.85,0.00000000,0.00000000,-12.17,-4.41,-4.54,246.96368
12773,2330:342277.936,247.92,0.00000000,0.00000000,-12.06,-4.38,-4.47,247.19706
12774,2330:342278.079,247.82,0.00000000,0.00000000,-11.95,-4.35,-4.46,247.32958
12775,2330:342278.222,247.82,0.00000000,0.00000000,-11.83,-4.31,-4.41,247.20520
12776,2330:342278.365,247.78,0.00000000,0.00000000,-11.69,-4.27,-4.36,247.04862
12777,2330:342278.508,247.35,0.00000000,0.00000000,-11.50,-4.26,-4.39,246.75756
12778,2330:342278.651,247.14,0.00000000,0.00000000,-11.38,-4.23,-4.39,246.54946
12779,2330:342278.794,246.82,0.00000000,0.00000000,-11.18,-4.21,-4.38,246.04756
12780,2330:342278.937,246.37,0.00000000,0.00000000,-11.00,-4.19,-4.41,245.77942
12781,2330:342279.080,246.32,0.00000000,0.00000000,-10.84,-4.14,-4.36,245.56206
12782,2330:342279.223,246.13,0.00000000,0.00000000,-10.70,-4.10,-4.34,245.42482
12783,2330:342279.366,246.01,0.00000000,0.00000000,-10.51,-4.05,-4.29,245.17652
12784,2330:342279.509,245.64,0.00000000,0.00000000,-10.32,-4.02,-4.28,244.95250
12785,2330:342279.652,245.67,0.00000000,0.00000000,-10.13,-3.93,-4.20,244.82666
12786,2330:342279.795,245.40,0.00000000,0.00000000,-9.93,-3.89,-4.17,244.67072
12787,2330:342279.938,245.40,0.00000000,0.00000000,-9.72,-3.81,-4.08,244.63506
12788,2330:342280.081,245.10,0.00000000,0.00000000,-9.52,-3.77,-4.05,244.42914
12789,2330:342280.224,244.97,0.00000000,0.00000000,-9.29,-3.68,-3.98,244.25850
12790,2330:342280.367,244.89,0.00000000,0.00000000,-9.10,-3.63,-3.91,244.11714
12791,2330:342280.510,244.63,0.00000000,0.00000000,-8.86,-3.56,-3.86,243.97696
12792,2330:342280.653,244.60,0.00000000,0.00000000,-8.71,-3.50,-3.80,243.79928
12793,2330:342280.796,244.53,0.00000000,0.00000000,-8.52,-3.43,-3.72,243.95530
12794,2330:342280.939,244.52,0.00000000,0.00000000,-8.32,-3.35,-3.64,243.85382
12795,2330:342281.082,244.46,0.00000000,0.00000000,-8.12,-3.27,-3.56,243.65526
12796,2330:342281.225,244.37,0.00000000,0.00000000,-7.93,-3.21,-3.49,243.69650
12797,2330:342281.368,244.40,0.00000000,0.00000000,-7.73,-3.12,-3.40,243.53478
12798,2330:342281.511,244.29,0.00000000,0.00000000,-7.51,-3.06,-3.32,243.61884
12799,2330:342281.654,244.31,0.00000000,0.00000000,-7.31,-2.96,-3.23,243.52370
12800,2330:342281.797,243.93,0.00000000,0.00000000,-7.06,-2.89,-3.17,243.47952
12801,2330:342281.940,244.31,0.00000000,0.00000000,-6.87,-2.78,-3.04,243.44012
12802,2330:342282.083,244.25,0.00000000,0.00000000,-6.63,-2.70,-2.94,243.47412
12803,2330:342282.226,244.21,0.00000000,0.00000000,-6.41,-2.61,-2.85,243.53190
12804,2330:342282.369,244.24,0.00000000,0.00000000,-6.19,-2.51,-2.74,243.51992
12805,2330:342282.512,244.29,0.00000000,0.00000000,-5.96,-2.41,-2.64,243.58384
12806,2330:342282.655,244.45,0.00000000,0.00000000,-5.74,-2.32,-2.52,243.55576
12807,2330:342282.798,244.30,0.00000000,0.00000000,-5.51,-2.24,-2.44,243.40580
12808,2330:342282.941,244.51,0.00000000,0.00000000,-5.30,-2.14,-2.32,243.45290
12809,2330:342283.084,244.25,0.00000000,0.00000000,-5.06,-2.06,-2.24,243.41706
12810,2330:342283.227,244.51,0.00000000,0.00000000,-4.83,-1.95,-2.11,243.49270
12811,2330:342283.370,244.51,0.00000000,0.00000000,-4.61,-1.85,-2.02,243.55642
12812,2330:342283.513,244.04,0.00000000,0.00000000,-4.36,-1.77,-1.95,243.53628
12813,2330:342283.656,244.22,0.00000000,0.00000000,-4.15,-1.69,-1.84,243.44194
12814,2330:342283.799,244.59,0.00000000,0.00000000,-3.99,-1.60,-1.74,243.56286
12815,2330:342283.942,244.35,0.00000000,0.00000000,-3.75,-1.51,-1.66,243.61132
12816,2330:342284.085,244.51,0.00000000,0.00000000,-3.59,-1.44,-1.57,243.59844
12817,2330:342284.228,244.35,0.00000000,0.00000000,-3.39,-1.36,-1.50,243.66790
12818,2330:342284.371,244.13,0.00000000,0.00000000,-3.24,-1.31,-1.44,243.52182
12819,2330:342284.514,244.36,0.00000000,0.00000000,-3.09,-1.24,-1.37,243.51286
12820,2330:342284.657,243.98,0.00000000,0.00000000,-2.93,-1.20,-1.31,243.36536
12821,2330:342284.800,244.76,0.00000000,0.00000000,-2.81,-1.11,-1.22,243.58632
12822,2330:342284.943,244.01,0.00000000,0.00000000,-2.63,-1.08,-1.18,243.58904
12823,2330:342285.086,244.58,0.00000000,0.00000000,-2.48,-0.99,-1.09,243.51548
12824,2330:342285.229,244.20,0.00000000,0.00000000,-2.33,-0.94,-1.03,243.61796
12825,2330:342285.372,244.23,0.00000000,0.00000000,-2.21,-0.89,-0.98,243.51046
12826,2330:342285.515,244.50,0.00000000,0.00000000,-2.08,-0.84,-0.91,243.60958
12827,2330:342285.658,244.69,0.00000000,0.00000000,-1.96,-0.79,-0.85,243.55294
12828,2330:342285.801,243.70,0.00000000,0.00000000,-1.81,-0.74,-0.82,243.67482
12829,2330:342285.944,244.13,0.00000000,0.00000000,-1.68,-0.68,-0.75,243.60526
12830,2330:342286.087,244.79,0.00000000,0.00000000,-1.55,-0.61,-0.67,243.67176
12831,2330:342286.230,243.90,0.00000000,0.00000000,-1.41,-0.57,-0.63,243.53610
12832,2330:342286.373,244.30,0.00000000,0.00000000,-1.31,-0.52,-0.58,243.66252
12833,2330:342286.516,245.07,0.00000000,0.00000000,-1.19,-0.47,-0.51,243.67510
12834,2330:342286.659,243.61,0.00000000,0.00000000,-1.07,-0.44,-0.49,243.58012
12835,2330:342286.802,244.38,0.00000000,0.00000000,-0.95,-0.38,-0.42,243.48666
12836,2330:342286.945,244.45,0.00000000,0.00000000,-0.86,-0.34,-0.38,243.54236
12837,2330:342287.088,245.32,0.00000000,0.00000000,-0.76,-0.30,-0.32,243.54208
12838,2330:342287.231,243.63,0.00000000,0.00000000,-0.66,-0.27,-0.30,243.44436
12839,2330:342287.374,245.77,0.00000000,0.00000000,-0.64,-0.25,-0.27,243.52728
12840,2330:342287.517,241.66,0.00000000,0.00000000,-0.56,-0.24,-0.28,243.41270
12841,2330:342287.660,246.60,0.00000000,0.00000000,-0.58,-0.22,-0.23,243.50762
12842,2330:342287.803,243.28,0.00000000,0.00000000,-0.50,-0.20,-0.24,243.62602
12843,2330:342287.946,244.93,0.00000000,0.00000000,-0.44,-0.17,-0.19,243.57422
12844,2330:342288.089,245.44,0.00000000,0.00000000,-0.36,-0.14,-0.15,243.55748
12845,2330:342288.232,244.45,0.00000000,0.00000000,-0.31,-0.13,-0.14,243.64230
12846,2330:342288.375,243.72,0.00000000,0.00000000,-0.23,-0.09,-0.11,243.54308
12847,2330:342288.518,247.12,0.00000000,0.00000000,-0.22,-0.08,-0.08,243.60038
12848,2330:342288.661,243.50,0.00000000,0.00000000,-0.17,-0.07,-0.08,243.59980
12849,2330:342288.804,247.79,0.00000000,0.00000000,-0.14,-0.05,-0.05,243.46630
12850,2330:342288.947,240.64,0.00000000,0.00000000,-0.10,-0.05,-0.05,243.56132
12851,2330:342289.090,244.21,0.00000000,0.00000000,-0.08,-0.03,-0.02,243.49444
12852,2330:342289.233,244.21,0.00000000,0.00000000,-0.03,-0.01,-0.01,243.51412
12853,2330:342289.376,244.21,0.00000000,0.00000000,0.02,0.00,0.00,243.55794
12854,2330:342289.519,244.21,0.00000000,0.00000000,0.01,0.01,0.00,243.44648
12855,2330:342289.662,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.49854
12856,2330:342289.805,244.21,0.00000000,0.00000000,0.01,0.01,0.00,243.42240
12857,2330:342289.948,244.21,0.00000000,0.00000000,0.00,0.01,0.00,243.50942
12858,2330:342290.091,244.21,0.00000000,0.00000000,0.00,0.00,-0.01,243.46070
12859,2330:342290.234,244.21,0.00000000,0.00000000,0.00,0.01,0.00,243.40992
12860,2330:342290.377,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.43346
12861,2330:342290.520,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.48754
12862,2330:342290.663,244.21,0.00000000,0.00000000,0.00,0.01,0.01,243.41128
12863,2330:342290.806,244.21,0.00000000,0.00000000,0.00,0.00,-0.01,243.54618
12864,2330:342290.949,244.21,0.00000000,0.00000000,0.01,0.01,0.00,243.45072
12865,2330:342291.092,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.50254
12866,2330:342291.235,244.21,0.00000000,0.00000000,-0.01,0.00,0.00,243.51892
12867,2330:342291.378,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.51838
12868,2330:342291.521,244.21,0.00000000,0.00000000,0.00,0.00,0.01,243.51608
12869,2330:342291.664,244.21,0.00000000,0.00000000,0.01,0.00,0.00,243.50212
12870,2330:342291.807,244.21,0.00000000,0.00000000,0.00,0.00,0.01,243.49770
12871,2330:342291.950,244.21,0.00000000,0.00000000,0.00,-0.01,0.00,243.49308
12872,2330:342292.093,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.50516
12873,2330:342292.236,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.48654
12874,2330:342292.379,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.44062
12875,2330:342292.522,244.21,0.00000000,0.00000000,0.01,0.00,0.00,243.48136
12876,2330:342292.665,244.21,0.00000000,0.00000000,0.00,0.00,0.01,243.47046
12877,2330:342292.808,244.21,0.00000000,0.00000000,0.01,0.00,0.00,243.50390
12878,2330:342292.951,244.21,0.00000000,0.00000000,-0.01,0.00,0.01,243.49548
12879,2330:342293.094,244.21,0.00000000,0.00000000,0.02,0.00,-0.01,243.53820
12880,2330:342293.237,244.21,0.00000000,0.00000000,-0.02,0.01,0.01,243.52866
12881,2330:342293.380,244.21,0.00000000,0.00000000,0.02,-0.01,-0.01,243.47264
12882,2330:342293.523,244.21,0.00000000,0.00000000,-0.02,0.00,0.01,243.54324
12883,2330:342293.666,244.21,0.00000000,0.00000000,0.02,0.00,-0.02,243.49154
12884,2330:342293.809,244.21,0.00000000,0.00000000,-0.02,0.01,0.01,243.53922
12885,2330:342293.952,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.53466
12886,2330:342294.095,244.21,0.00000000,0.00000000,0.00,0.00,0.00,243.45046
12887,2330:342294.238,244.21,0.00000000,0.00000000,0.01,0.00,-0.01,243.55024
12888,2330:342294.381,244.21,0.00000000,0.00000000,-0.01,0.00,0.00,243.52172
12889,2330:342294.524,244.21,0.00000000,0.00000000,-0.01,0.00,0.00,243.42330
12890,2330:342294.667,244.21,0.00000000,0.00000000,0.01,0.01,-0.01,243.36860
12891,2330:342294.810,244.21,0.00000000,0.00000000,-0.01,0.01,0.01,243.47406
12892,2330:342294.953,244.21,0.00000000,0.00000000,0.01,-0.01,0.00,243.51220
12893,2330:342295.096,244.21,0.00000000,0.00000000,0.01,0.00,0.00,243.39456
12894,2330:342295.239,244.21,0.00000000,0.00000000,0.00,0.01,-0.01,243.47532
12895,2330:342295.382,244.21,0.00000000,0.00000000,0.00,0.01,0.00,243.42176
12896,2330:342295.525,244.21,0.00000000,0.00000000,0.00,0.01,0.00,243.46262
12897,2330:342295.668,244.21,0.00000000,0.00000000,0.01,-0.01,-0.02,243.40382
12898,2330:342295.811,244.21,0.00000000,0.00000000,0.00,0.02,0.01,243.48110
12899,2330:342295.954,244.21,0.00000000,0.00000000,0.00,0.00,-0.02,243.44876
12900,2330:342296.097,244.21,0.00000000,0.00000000,-0.01,0.02,0.02,243.57868
12901,2330:342296.240,244.21,0.00000000,0.00000000,-0.06,-0.03,-0.04,243.42074
12902,2330:342296.383,244.36,0.00000000,0.00000000,-0.11,-0.04,-0.05,243.42748
12903,2330:342296.526,246.40,0.00000000,0.00000000,-0.17,-0.06,-0.07,243.40320
12904,2330:342296.669,244.31,0.00000000,0.00000000,-0.20,-0.08,-0.09,243.41620
12905,2330:342296.812,244.81,0.00000000,0.00000000,-0.27,-0.11,-0.12,243.43628
12906,2330:342296.955,244.21,0.00000000,0.00000000,-0.32,-0.14,-0.14,243.31774
12907,2330:342297.098,245.50,0.00000000,0.00000000,-0.37,-0.15,-0.15,243.38418
12908,2330:342297.241,244.07,0.00000000,0.00000000,-0.41,-0.17,-0.18,243.28456
12909,2330:342297.384,245.52,0.00000000,0.00000000,-0.50,-0.19,-0.21,243.45756
12910,2330:342297.527,244.67,0.00000000,0.00000000,-0.51,-0.20,-0.23,243.34718
12911,2330:342297.670,244.24,0.00000000,0.00000000,-0.59,-0.24,-0.26,243.29838
12912,2330:342297.813,244.23,0.00000000,0.00000000,-0.69,-0.28,-0.31,243.36136
12913,2330:342297.956,245.30,0.00000000,0.00000000,-0.82,-0.32,-0.35,243.48760
12914,2330:342298.099,244.11,0.00000000,0.00000000,-0.99,-0.40,-0.44,243.41074
12915,2330:342298.242,244.92,0.00000000,0.00000000,-1.13,-0.45,-0.48,243.56250
12916,2330:342298.385,244.48,0.00000000,0.00000000,-1.29,-0.53,-0.56,243.46188
12917,2330:342298.528,244.25,0.00000000,0.00000000,-1.44,-0.58,-0.64,243.47920
12918,2330:342298.671,244.36,0.00000000,0.00000000,-1.63,-0.65,-0.72,243.36740
12919,2330:342298.814,244.35,0.00000000,0.00000000,-1.79,-0.72,-0.79,243.40752
12920,2330:342298.957,244.77,0.00000000,0.00000000,-1.98,-0.79,-0.86,243.46554
12921,2330:342299.100,244.17,0.00000000,0.00000000,-2.14,-0.87,-0.95,243.41102
12922,2330:342299.243,244.65,0.00000000,0.00000000,-2.36,-0.95,-1.03,243.39090
12923,2330:342299.386,244.66,0.00000000,0.00000000,-2.55,-1.03,-1.10,243.48090
12924,2330:342299.529,244.35,0.00000000,0.00000000,-2.74,-1.10,-1.21,243.36674
12925,2330:342299.672,244.60,0.00000000,0.00000000,-2.93,-1.18,-1.28,243.41160
12926,2330:342299.815,244.67,0.00000000,0.00000000,-3.15,-1.26,-1.37,243.81594
12927,2330:342299.958,244.32,0.00000000,0.00000000,-3.33,-1.36,-1.47,243.61804
12928,2330:342300.101,244.72,0.00000000,0.00000000,-3.54,-1.42,-1.53,243.78208
12929,2330:342300.244,244.44,0.00000000,0.00000000,-3.79,-1.53,-1.66,243.69256
12930,2330:342300.387,244.84,0.00000000,0.00000000,-4.05,-1.62,-1.75,243.78300
12931,2330:342300.530,244.52,0.00000000,0.00000000,-4.27,-1.72,-1.87,243.76874
12932,2330:342300.673,244.88,0.00000000,0.00000000,-4.53,-1.80,-1.95,243.80544
12933,2330:342300.816,244.50,0.00000000,0.00000000,-4.71,-1.91,-2.06,243.78508
12934,2330:342300.959,244.80,0.00000000,0.00000000,-4.96,-1.99,-2.14,243.71514
12935,2330:342301.102,244.49,0.00000000,0.00000000,-5.16,-2.09,-2.26,243.79928
12936,2330:342301.245,244.63,0.00000000,0.00000000,-5.32,-2.14,-2.32,243.72924
12937,2330:342301.388,244.48,0.00000000,0.00000000,-5.48,-2.22,-2.39,243.66190
12938,2330:342301.531,244.57,0.00000000,0.00000000,-5.69,-2.29,-2.48,243.61020
12939,2330:342301.674,244.56,0.00000000,0.00000000,-5.87,-2.37,-2.56,243.65412
12940,2330:342301.817,244.56,0.00000000,0.00000000,-6.09,-2.45,-2.66,243.68340
12941,2330:342301.960,244.69,0.00000000,0.00000000,-6.27,-2.52,-2.72,243.71716
12942,2330:342302.103,244.41,0.00000000,0.00000000,-6.48,-2.63,-2.84,243.60900
12943,2330:342302.246,244.71,0.00000000,0.00000000,-6.70,-2.69,-2.90,243.66422
12944,2330:342302.389,244.48,0.00000000,0.00000000,-6.91,-2.80,-3.02,243.60476
12945,2330:342302.532,244.70,0.00000000,0.00000000,-7.13,-2.85,-3.10,243.61130
12946,2330:342302.675,244.68,0.00000000,0.00000000,-7.34,-2.95,-3.19,243.65878
12947,2330:342302.818,244.59,0.00000000,0.00000000,-7.54,-3.04,-3.29,243.75270
12948,2330:342302.961,244.83,0.00000000,0.00000000,-7.78,-3.09,-3.36,243.76634
12949,2330:342303.104,244.80,0.00000000,0.00000000,-7.96,-3.17,-3.44,243.86628
12950,2330:342303.247,244.59,0.00000000,0.00000000,-8.13,-3.26,-3.55,243.68046
12951,2330:342303.390,244.84,0.00000000,0.00000000,-8.33,-3.31,-3.60,243.90622
12952,2330:342303.533,244.77,0.00000000,0.00000000,-8.51,-3.39,-3.69,243.82434
12953,2330:342303.676,244.96,0.00000000,0.00000000,-8.72,-3.47,-3.74,243.93680
12954,2330:342303.819,244.80,0.00000000,0.00000000,-8.91,-3.55,-3.85,243.93978
12955,2330:342303.962,244.86,0.00000000,0.00000000,-9.12,-3.64,-3.93,243.99238
12956,2330:342304.105,244.72,0.00000000,0.00000000,-9.29,-3.71,-4.03,243.94288
12957,2330:342304.248,244.97,0.00000000,0.00000000,-9.54,-3.79,-4.09,243.98398
12958,2330:342304.391,245.07,0.00000000,0.00000000,-9.78,-3.87,-4.17,244.04888
12959,2330:342304.534,244.77,0.00000000,0.00000000,-10.01,-3.99,-4.33,243.94668
12960,2330:342304.677,244.88,0.00000000,0.00000000,-10.23,-4.06,-4.41,243.93324
12961,2330:342304.820,244.76,0.00000000,0.00000000,-10.46,-4.17,-4.53,243.89344
12962,2330:342304.963,244.74,0.00000000,0.00000000,-10.73,-4.29,-4.65,243.92940
12963,2330:342305.106,244.67,0.00000000,0.00000000,-10.98,-4.40,-4.77,243.75626
12964,2330:342305.249,244.66,0.00000000,0.00000000,-11.25,-4.51,-4.89,243.80492
12965,2330:342305.392,244.65,0.00000000,0.00000000,-11.55,-4.63,-5.02,243.72978
12966,2330:342305.535,244.79,0.00000000,0.00000000,-11.84,-4.72,-5.12,243.72036
12967,2330:342305.678,244.68,0.00000000,0.00000000,-12.10,-4.83,-5.27,243.70962
12968,2330:342305.821,244.82,0.00000000,0.00000000,-12.44,-4.93,-5.38,243.81322
12969,2330:342305.964,244.76,0.00000000,0.00000000,-12.67,-5.03,-5.50,243.73120
12970,2330:342306.107,244.75,0.00000000,0.00000000,-12.91,-5.13,-5.60,243.69432
12971,2330:342306.250,244.49,0.00000000,0.00000000,-13.13,-5.25,-5.78,243.70942
12972,2330:342306.393,244.59,0.00000000,0.00000000,-13.35,-5.32,-5.84,243.69976
12973,2330:342306.536,244.71,0.00000000,0.00000000,-13.59,-5.38,-5.92,243.77836
12974,2330:342306.679,244.90,0.00000000,0.00000000,-13.87,-5.46,-5.99,243.79386
12975,2330:342306.822,244.81,0.00000000,0.00000000,-13.96,-5.48,-6.07,243.68496
12976,2330:342306.965,244.51,0.00000000,0.00000000,-14.08,-5.58,-6.21,243.89398
12977,2330:342307.108,244.48,0.00000000,0.00000000,-14.21,-5.66,-6.26,243.97824
12978,2330:342307.251,244.54,0.00000000,0.00000000,-14.32,-5.76,-6.26,243.95882
12979,2330:342307.394,244.94,0.00000000,0.00000000,-14.67,-5.85,-6.29,243.91388
