Index,GPS time,CoG,Lat,Lon,VX,VY,VZ,relPosHeading
3436,2330:340941.172,335.16,0.00000000,0.00000000,-6.62,4.98,10.93,334.45060
3437,2330:340941.315,335.15,0.00000000,0.00000000,-6.62,4.98,10.94,334.49000
3438,2330:340941.458,335.23,0.00000000,0.00000000,-6.61,4.99,10.94,334.43216
3439,2330:340941.601,335.14,0.00000000,0.00000000,-6.67,5.01,11.02,334.28646
3440,2330:340941.744,335.30,0.00000000,0.00000000,-6.64,5.04,11.02,334.38232
3441,2330:340941.887,335.01,0.00000000,0.00000000,-6.71,5.02,11.02,334.31488
3442,2330:340942.030,334.88,0.00000000,0.00000000,-6.73,5.02,10.99,334.24634
3443,2330:340942.173,335.02,0.00000000,0.00000000,-6.73,5.04,11.05,334.31220
3444,2330:340942.316,335.03,0.00000000,0.00000000,-6.69,4.98,11.03,334.25440
3445,2330:340942.459,335.14,0.00000000,0.00000000,-6.74,5.01,11.19,334.15238
3446,2330:340942.602,335.16,0.00000000,0.00000000,-6.77,5.07,11.22,334.12052
3447,2330:340942.745,334.62,0.00000000,0.00000000,-6.91,5.08,11.18,334.09342
3448,2330:340942.888,334.90,0.00000000,0.00000000,-6.88,5.21,11.18,334.19544
3449,2330:340943.031,334.66,0.00000000,0.00000000,-6.97,5.25,11.19,333.94690
3450,2330:340943.174,334.82,0.00000000,0.00000000,-6.99,5.33,11.25,333.89428
3451,2330:340943.317,334.70,0.00000000,0.00000000,-7.04,5.35,11.27,333.87536
3452,2330:340943.460,334.77,0.00000000,0.00000000,-7.09,5.44,11.35,333.96286
3453,2330:340943.603,335.00,0.00000000,0.00000000,-7.06,5.50,11.39,333.98358
3454,2330:340943.746,334.88,0.00000000,0.00000000,-7.11,5.51,11.41,333.99072
3455,2330:340943.889,334.88,0.00000000,0.00000000,-7.17,5.55,11.52,333.97950
3456,2330:340944.032,334.79,0.00000000,0.00000000,-7.25,5.59,11.59,334.09332
3457,2330:340944.175,334.85,0.00000000,0.00000000,-7.27,5.64,11.63,334.07522
3458,2330:340944.318,334.90,0.00000000,0.00000000,-7.31,5.71,11.69,334.08906
3459,2330:340944.461,334.96,0.00000000,0.00000000,-7.32,5.76,11.73,334.11158
3460,2330:340944.604,335.14,0.00000000,0.00000000,-7.31,5.78,11.82,334.19028
3461,2330:340944.747,335.14,0.00000000,0.00000000,-7.38,5.84,11.91,334.22696
3462,2330:340944.890,335.07,0.00000000,0.00000000,-7.43,5.86,11.96,334.43104
3463,2330:340945.033,335.08,0.00000000,0.00000000,-7.44,5.90,11.96,334.39460
3464,2330:340945.176,335.35,0.00000000,0.00000000,-7.41,5.94,12.04,334.52792
3465,2330:340945.319,335.49,0.00000000,0.00000000,-7.41,5.96,12.12,334.65900
3466,2330:340945.462,335.48,0.00000000,0.00000000,-7.47,6.00,12.22,334.64142
3467,2330:340945.605,335.34,0.00000000,0.00000000,-7.51,6.02,12.21,334.70902
3468,2330:340945.748,335.43,0.00000000,0.00000000,-7.51,6.04,12.25,334.78470
3469,2330:340945.891,335.59,0.00000000,0.00000000,-7.51,6.10,12.31,334.83734
3470,2330:340946.034,335.65,0.00000000,0.00000000,-7.51,6.11,12.35,334.85372
3471,2330:340946.177,335.73,0.00000000,0.00000000,-7.53,6.16,12.40,334.89916
3472,2330:340946.320,335.76,0.00000000,0.00000000,-7.52,6.16,12.40,334.89224
3473,2330:340946.463,335.62,0.00000000,0.00000000,-7.58,6.17,12.44,334.78696
3474,2330:340946.606,335.55,0.00000000,0.00000000,-7.59,6.15,12.41,334.82116
3475,2330:340946.749,335.68,0.00000000,0.00000000,-7.58,6.17,12.48,334.81202
3476,2330:340946.892,335.76,0.00000000,0.00000000,-7.58,6.20,12.53,334.70288
3477,2330:340947.035,335.50,0.00000000,0.00000000,-7.64,6.16,12.49,334.72724
3478,2330:340947.178,335.50,0.00000000,0.00000000,-7.63,6.14,12.49,334.70480
3479,2330:340947.321,335.46,0.00000000,0.00000000,-7.71,6.19,12.60,334.75854
3480,2330:340947.464,335.55,0.00000000,0.00000000,-7.68,6.23,12.58,334.72220
3481,2330:340947.607,335.50,0.00000000,0.00000000,-7.70,6.25,12.56,334.55558
3482,2330:340947.750,335.47,0.00000000,0.00000000,-7.72,6.27,12.56,334.53812
3483,2330:340947.893,335.44,0.00000000,0.00000000,-7.77,6.31,12.62,334.58802
3484,2330:340948.036,335.27,0.00000000,0.00000000,-7.84,6.32,12.64,334.70306
3485,2330:340948.179,335.17,0.00000000,0.00000000,-7.89,6.34,12.66,334.63812
3486,2330:340948.322,335.09,0.00000000,0.00000000,-7.93,6.35,12.70,334.50474
3487,2330:340948.465,335.11,0.00000000,0.00000000,-7.97,6.37,12.79,334.15876
3488,2330:340948.608,334.94,0.00000000,0.00000000,-8.05,6.38,12.83,334.03900
3489,2330:340948.751,334.98,0.00000000,0.00000000,-8.07,6.40,12.89,334.08402
3490,2330:340948.894,334.85,0.00000000,0.00000000,-8.13,6.39,12.94,333.90772
3491,2330:340949.037,334.81,0.00000000,0.00000000,-8.18,6.41,13.01,333.83570
3492,2330:340949.180,334.62,0.00000000,0.00000000,-8.26,6.41,13.03,333.55518
3493,2330:340949.323,334.50,0.00000000,0.00000000,-8.32,6.43,13.07,333.39688
3494,2330:340949.466,334.38,0.00000000,0.00000000,-8.40,6.47,13.12,333.42098
3495,2330:340949.609,334.10,0.00000000,0.00000000,-8.49,6.44,13.12,333.28958
3496,2330:340949.752,333.99,0.00000000,0.00000000,-8.54,6.45,13.15,333.07974
3497,2330:340949.895,333.75,0.00000000,0.00000000,-8.66,6.49,13.20,333.15356
3498,2330:340950.038,333.73,0.00000000,0.00000000,-8.67,6.49,13.21,332.92338
3499,2330:340950.181,333.62,0.00000000,0.00000000,-8.72,6.49,13.24,332.85360
3500,2330:340950.324,333.47,0.00000000,0.00000000,-8.81,6.50,13.30,332.77514
3501,2330:340950.467,333.41,0.00000000,0.00000000,-8.85,6.51,13.33,332.58420
3502,2330:340950.610,333.31,0.00000000,0.00000000,-8.89,6.51,13.34,332.71148
3503,2330:340950.753,333.08,0.00000000,0.00000000,-8.97,6.48,13.36,332.53476
3504,2330:340950.896,333.18,0.00000000,0.00000000,-8.98,6.52,13.42,332.37670
3505,2330:340951.039,332.73,0.00000000,0.00000000,-9.12,6.45,13.44,331.76882
3506,2330:340951.182,332.94,0.00000000,0.00000000,-9.04,6.46,13.43,332.25918
3507,2330:340951.325,333.12,0.00000000,0.00000000,-9.04,6.50,13.52,332.47076
3508,2330:340951.468,333.02,0.00000000,0.00000000,-9.06,6.50,13.49,332.38160
3509,2330:340951.611,332.98,0.00000000,0.00000000,-9.07,6.47,13.50,332.26702
3510,2330:340951.754,332.68,0.00000000,0.00000000,-9.19,6.46,13.54,332.06180
3511,2330:340951.897,332.70,0.00000000,0.00000000,-9.18,6.45,13.54,331.90838
3512,2330:340952.040,333.09,0.00000000,0.00000000,-9.10,6.52,13.61,332.27816
3513,2330:340952.183,332.59,0.00000000,0.00000000,-9.22,6.46,13.53,332.17568
3514,2330:340952.326,332.82,0.00000000,0.00000000,-9.20,6.50,13.62,331.76428
3515,2330:340952.612,332.86,0.00000000,0.00000000,-9.17,6.48,13.63,331.71722
3516,2330:340952.755,332.91,0.00000000,0.00000000,-9.17,6.50,13.64,331.85266
3517,2330:340952.898,333.05,0.00000000,0.00000000,-9.16,6.55,13.68,332.16572
3518,2330:340953.041,333.14,0.00000000,0.00000000,-9.12,6.53,13.67,331.97260
3519,2330:340953.184,333.06,0.00000000,0.00000000,-9.16,6.52,13.72,331.91864
3520,2330:340953.327,333.05,0.00000000,0.00000000,-9.18,6.49,13.77,331.93624
3521,2330:340953.470,333.23,0.00000000,0.00000000,-9.09,6.47,13.74,332.51618
3522,2330:340953.613,333.31,0.00000000,0.00000000,-9.09,6.51,13.79,332.52460
3523,2330:340953.756,333.08,0.00000000,0.00000000,-9.15,6.47,13.75,333.50674
3524,2330:340953.899,334.06,0.00000000,0.00000000,-8.89,6.55,13.89,334.48556
3525,2330:340954.042,333.20,0.00000000,0.00000000,-9.11,6.45,13.77,333.32186
3526,2330:340954.185,333.47,0.00000000,0.00000000,-9.04,6.50,13.79,333.29288
3527,2330:340954.328,333.74,0.00000000,0.00000000,-8.93,6.50,13.76,334.15922
3528,2330:340954.471,334.14,0.00000000,0.00000000,-8.81,6.50,13.82,333.98798
3529,2330:340954.614,333.76,0.00000000,0.00000000,-8.91,6.49,13.76,332.84634
3530,2330:340954.757,333.82,0.00000000,0.00000000,-8.85,6.43,13.72,332.99756
3531,2330:340954.900,334.08,0.00000000,0.00000000,-8.77,6.44,13.74,332.70206
3532,2330:340955.043,333.92,0.00000000,0.00000000,-8.78,6.38,13.69,332.67756
3533,2330:340955.186,334.05,0.00000000,0.00000000,-8.74,6.40,13.69,333.04026
3534,2330:340955.329,334.01,0.00000000,0.00000000,-8.71,6.36,13.64,333.03702
3535,2330:340955.472,334.18,0.00000000,0.00000000,-8.65,6.37,13.63,333.62936
3536,2330:340955.615,334.33,0.00000000,0.00000000,-8.58,6.35,13.60,333.45288
3537,2330:340955.758,333.89,0.00000000,0.00000000,-8.69,6.28,13.57,333.20884
3538,2330:340955.901,334.23,0.00000000,0.00000000,-8.57,6.31,13.54,333.78904
3539,2330:340956.044,334.84,0.00000000,0.00000000,-8.42,6.36,13.63,333.73480
3540,2330:340956.187,334.60,0.00000000,0.00000000,-8.41,6.28,13.49,334.51446
3541,2330:340956.330,334.52,0.00000000,0.00000000,-8.39,6.20,13.47,334.52662
3542,2330:340956.473,334.83,0.00000000,0.00000000,-8.32,6.26,13.48,335.31272
3543,2330:340956.616,335.20,0.00000000,0.00000000,-8.21,6.29,13.50,335.56732
3544,2330:340956.759,334.47,0.00000000,0.00000000,-8.40,6.20,13.43,335.52294
3545,2330:340956.902,335.86,0.00000000,0.00000000,-7.96,6.30,13.42,336.01248
3546,2330:340957.045,334.87,0.00000000,0.00000000,-8.24,6.22,13.37,335.53182
3547,2330:340957.188,335.60,0.00000000,0.00000000,-7.99,6.23,13.34,335.12592
3548,2330:340957.331,334.92,0.00000000,0.00000000,-8.18,6.19,13.28,334.28690
3549,2330:340957.474,335.28,0.00000000,0.00000000,-8.01,6.14,13.23,332.16958
3550,2330:340957.617,334.97,0.00000000,0.00000000,-8.11,6.12,13.24,332.58994
3551,2330:340957.760,335.10,0.00000000,0.00000000,-8.03,6.12,13.15,332.18722
3552,2330:340957.903,334.78,0.00000000,0.00000000,-8.11,6.08,13.12,332.30838
3553,2330:340958.046,335.18,0.00000000,0.00000000,-7.98,6.13,13.11,332.24146
3554,2330:340958.189,335.12,0.00000000,0.00000000,-7.95,6.12,12.99,332.06644
3555,2330:340958.332,335.26,0.00000000,0.00000000,-7.92,6.11,13.02,332.20346
3556,2330:340958.475,334.90,0.00000000,0.00000000,-7.99,6.02,12.99,334.00946
3557,2330:340958.618,335.51,0.00000000,0.00000000,-7.79,6.07,12.94,334.20942
3558,2330:340958.761,335.17,0.00000000,0.00000000,-7.84,6.00,12.88,334.62098
3559,2330:340958.904,335.20,0.00000000,0.00000000,-7.81,5.99,12.83,334.14892
3560,2330:340959.047,335.42,0.00000000,0.00000000,-7.72,5.99,12.80,334.21890
3561,2330:340959.190,335.28,0.00000000,0.00000000,-7.71,5.97,12.69,334.63840
3562,2330:340959.333,335.45,0.00000000,0.00000000,-7.63,5.95,12.64,334.26838
3563,2330:340959.476,335.31,0.00000000,0.00000000,-7.64,5.90,12.58,334.97580
3564,2330:340959.619,335.49,0.00000000,0.00000000,-7.59,5.92,12.61,334.98352
3565,2330:340959.762,335.42,0.00000000,0.00000000,-7.58,5.90,12.55,334.90476
3566,2330:340959.905,335.39,0.00000000,0.00000000,-7.60,5.92,12.55,335.01206
3567,2330:340960.048,335.45,0.00000000,0.00000000,-7.60,5.92,12.58,334.79450
3568,2330:340960.191,335.38,0.00000000,0.00000000,-7.60,5.89,12.56,334.92042
3569,2330:340960.334,335.45,0.00000000,0.00000000,-7.59,5.90,12.57,334.90580
3570,2330:340960.477,335.43,0.00000000,0.00000000,-7.60,5.93,12.58,334.94138
3571,2330:340960.620,335.43,0.00000000,0.00000000,-7.63,5.94,12.62,334.61248
3572,2330:340960.763,335.43,0.00000000,0.00000000,-7.65,5.95,12.66,334.55680
3573,2330:340960.906,335.46,0.00000000,0.00000000,-7.66,5.97,12.70,334.58068
3574,2330:340961.049,335.40,0.00000000,0.00000000,-7.72,5.97,12.79,334.73608
3575,2330:340961.192,335.43,0.00000000,0.00000000,-7.73,6.00,12.81,334.66776
3576,2330:340961.335,335.47,0.00000000,0.00000000,-7.76,6.02,12.88,334.46238
3577,2330:340961.478,335.40,0.00000000,0.00000000,-7.81,6.05,12.93,334.43332
3578,2330:340961.621,335.40,0.00000000,0.00000000,-7.84,6.07,12.99,334.33002
3579,2330:340961.764,335.34,0.00000000,0.00000000,-7.88,6.09,13.03,334.38772
3580,2330:340961.907,335.51,0.00000000,0.00000000,-7.88,6.14,13.11,334.36526
3581,2330:340962.050,335.25,0.00000000,0.00000000,-7.98,6.16,13.12,334.28152
3582,2330:340962.193,335.33,0.00000000,0.00000000,-8.00,6.18,13.20,334.30654
3583,2330:340962.336,335.13,0.00000000,0.00000000,-8.08,6.18,13.22,334.03742
3584,2330:340962.479,335.24,0.00000000,0.00000000,-8.09,6.23,13.31,334.07574
3585,2330:340962.622,335.26,0.00000000,0.00000000,-8.12,6.26,13.37,334.22076
3586,2330:340962.765,335.10,0.00000000,0.00000000,-8.19,6.27,13.39,334.12168
3587,2330:340962.908,335.16,0.00000000,0.00000000,-8.20,6.29,13.45,334.02188
3588,2330:340963.051,335.07,0.00000000,0.00000000,-8.28,6.31,13.54,333.85340
3589,2330:340963.194,335.19,0.00000000,0.00000000,-8.28,6.37,13.58,334.00234
3590,2330:340963.337,335.10,0.00000000,0.00000000,-8.34,6.39,13.63,333.89658
3591,2330:340963.480,335.10,0.00000000,0.00000000,-8.36,6.38,13.67,333.98740
3592,2330:340963.623,335.23,0.00000000,0.00000000,-8.37,6.45,13.76,334.25550
3593,2330:340963.766,335.15,0.00000000,0.00000000,-8.41,6.44,13.79,334.04892
3594,2330:340963.909,335.17,0.00000000,0.00000000,-8.44,6.47,13.84,334.16842
3595,2330:340964.052,335.26,0.00000000,0.00000000,-8.44,6.51,13.89,334.17202
3596,2330:340964.195,335.11,0.00000000,0.00000000,-8.48,6.50,13.87,334.05350
3597,2330:340964.338,335.31,0.00000000,0.00000000,-8.44,6.50,13.95,334.37024
3598,2330:340964.481,335.07,0.00000000,0.00000000,-8.54,6.49,13.98,334.14292
3599,2330:340964.624,335.22,0.00000000,0.00000000,-8.54,6.55,14.04,334.49288
3600,2330:340964.767,335.10,0.00000000,0.00000000,-8.56,6.54,14.01,334.21396
3601,2330:340964.910,335.20,0.00000000,0.00000000,-8.51,6.50,14.01,334.22382
3602,2330:340965.053,335.29,0.00000000,0.00000000,-8.53,6.55,14.09,334.40006
3603,2330:340965.196,335.22,0.00000000,0.00000000,-8.57,6.56,14.11,334.50466
3604,2330:340965.339,335.23,0.00000000,0.00000000,-8.58,6.57,14.12,334.39944
3605,2330:340965.482,335.23,0.00000000,0.00000000,-8.55,6.55,14.09,334.52108
3606,2330:340965.625,335.03,0.00000000,0.00000000,-8.62,6.54,14.08,334.16874
3607,2330:340965.768,335.77,0.00000000,0.00000000,-8.40,6.62,14.13,334.69094
3608,2330:340965.911,334.94,0.00000000,0.00000000,-8.68,6.52,14.17,334.40946
3609,2330:340966.054,335.45,0.00000000,0.00000000,-8.49,6.58,14.11,334.45612
3610,2330:340966.197,335.29,0.00000000,0.00000000,-8.57,6.59,14.16,334.51364
3611,2330:340966.340,335.15,0.00000000,0.00000000,-8.60,6.55,14.12,334.36996
3612,2330:340966.483,335.37,0.00000000,0.00000000,-8.55,6.59,14.16,334.84324
3613,2330:340966.626,335.17,0.00000000,0.00000000,-8.58,6.56,14.09,335.34000
3614,2330:340966.769,335.41,0.00000000,0.00000000,-8.58,6.62,14.23,334.61126
3615,2330:340966.912,335.10,0.00000000,0.00000000,-8.60,6.56,14.07,335.65764
3616,2330:340967.055,335.73,0.00000000,0.00000000,-8.44,6.65,14.16,335.73420
3617,2330:340967.198,335.08,0.00000000,0.00000000,-8.64,6.58,14.13,334.86834
3618,2330:340967.341,335.65,0.00000000,0.00000000,-8.47,6.62,14.18,335.67116
3619,2330:340967.484,335.10,0.00000000,0.00000000,-8.65,6.59,14.16,334.46398
3620,2330:340967.627,335.46,0.00000000,0.00000000,-8.51,6.61,14.14,334.55878
3621,2330:340967.770,335.55,0.00000000,0.00000000,-8.48,6.61,14.13,334.30744
3622,2330:340967.913,335.33,0.00000000,0.00000000,-8.54,6.58,14.11,334.34980
3623,2330:340968.056,335.31,0.00000000,0.00000000,-8.53,6.55,14.10,334.61904
3624,2330:340968.199,335.49,0.00000000,0.00000000,-8.49,6.57,14.14,334.28628
3625,2330:340968.342,335.40,0.00000000,0.00000000,-8.52,6.62,14.10,334.67794
3626,2330:340968.485,335.55,0.00000000,0.00000000,-8.45,6.58,14.08,334.33582
3627,2330:340968.628,335.48,0.00000000,0.00000000,-8.47,6.59,14.07,334.45478
3628,2330:340968.771,335.44,0.00000000,0.00000000,-8.46,6.58,14.02,334.61718
3629,2330:340968.914,335.33,0.00000000,0.00000000,-8.48,6.54,14.01,334.43252
3630,2330:340969.057,335.68,0.00000000,0.00000000,-8.38,6.56,14.04,334.99204
3631,2330:340969.200,335.22,0.00000000,0.00000000,-8.46,6.49,13.91,334.67344
3632,2330:340969.343,335.26,0.00000000,0.00000000,-8.45,6.47,13.95,334.92272
3633,2330:340969.486,335.71,0.00000000,0.00000000,-8.29,6.51,13.91,335.00860
3634,2330:340969.629,335.77,0.00000000,0.00000000,-8.30,6.54,13.95,335.44504
3635,2330:340969.772,335.69,0.00000000,0.00000000,-8.32,6.54,13.92,335.34592
3636,2330:340969.915,335.66,0.00000000,0.00000000,-8.29,6.50,13.86,335.23276
3637,2330:340970.058,335.41,0.00000000,0.00000000,-8.37,6.49,13.86,335.79676
3638,2330:340970.201,335.71,0.00000000,0.00000000,-8.25,6.48,13.84,335.66120
3639,2330:340970.344,335.57,0.00000000,0.00000000,-8.33,6.49,13.89,335.64612
3640,2330:340970.487,335.74,0.00000000,0.00000000,-8.22,6.52,13.76,334.32766
3641,2330:340970.630,335.70,0.00000000,0.00000000,-8.26,6.50,13.82,334.50120
3642,2330:340970.773,335.74,0.00000000,0.00000000,-8.23,6.49,13.80,334.45966
3643,2330:340970.916,335.74,0.00000000,0.00000000,-8.23,6.49,13.80,334.47550
3644,2330:340971.059,335.71,0.00000000,0.00000000,-8.21,6.46,13.75,334.55322
3645,2330:340971.202,335.74,0.00000000,0.00000000,-8.21,6.47,13.76,334.86618
3646,2330:340971.345,335.92,0.00000000,0.00000000,-8.15,6.49,13.75,334.90506
3647,2330:340971.488,335.89,0.00000000,0.00000000,-8.14,6.47,13.72,335.34176
3648,2330:340971.631,336.22,0.00000000,0.00000000,-8.04,6.48,13.76,334.96478
3649,2330:340971.774,335.80,0.00000000,0.00000000,-8.14,6.41,13.71,335.79396
3650,2330:340971.917,336.24,0.00000000,0.00000000,-8.00,6.44,13.72,335.34542
3651,2330:340972.060,336.11,0.00000000,0.00000000,-8.02,6.43,13.67,336.22120
3652,2330:340972.203,335.81,0.00000000,0.00000000,-8.11,6.39,13.67,335.62060
3653,2330:340972.346,336.35,0.00000000,0.00000000,-7.93,6.41,13.65,336.31896
3654,2330:340972.489,336.48,0.00000000,0.00000000,-7.94,6.50,13.70,335.01586
3655,2330:340972.632,336.52,0.00000000,0.00000000,-7.89,6.45,13.66,334.31484
3656,2330:340972.775,336.52,0.00000000,0.00000000,-7.91,6.49,13.68,334.36248
3657,2330:340972.918,337.09,0.00000000,0.00000000,-7.71,6.51,13.65,334.25830
3658,2330:340973.061,336.56,0.00000000,0.00000000,-7.89,6.48,13.67,334.22928
3659,2330:340973.204,336.99,0.00000000,0.00000000,-7.78,6.51,13.73,334.47348
3660,2330:340973.347,336.95,0.00000000,0.00000000,-7.81,6.51,13.78,334.45252
3661,2330:340973.490,336.98,0.00000000,0.00000000,-7.79,6.52,13.75,336.37584
3662,2330:340973.633,337.08,0.00000000,0.00000000,-7.79,6.54,13.81,336.45616
3663,2330:340973.776,337.29,0.00000000,0.00000000,-7.72,6.57,13.77,336.39388
3664,2330:340973.919,337.03,0.00000000,0.00000000,-7.81,6.57,13.79,336.27920
3665,2330:340974.062,337.34,0.00000000,0.00000000,-7.75,6.61,13.86,336.43108
3666,2330:340974.205,337.37,0.00000000,0.00000000,-7.76,6.62,13.90,336.33652
3667,2330:340974.348,337.35,0.00000000,0.00000000,-7.78,6.64,13.92,336.52516
3668,2330:340974.491,337.33,0.00000000,0.00000000,-7.81,6.65,13.97,336.64052
3669,2330:340974.634,337.43,0.00000000,0.00000000,-7.81,6.68,14.05,336.58308
3670,2330:340974.777,337.46,0.00000000,0.00000000,-7.80,6.69,14.03,336.51884
3671,2330:340974.920,337.49,0.00000000,0.00000000,-7.83,6.72,14.10,336.49920
3672,2330:340975.063,337.59,0.00000000,0.00000000,-7.81,6.72,14.13,336.87352
3673,2330:340975.206,337.65,0.00000000,0.00000000,-7.83,6.77,14.20,336.55684
3674,2330:340975.349,337.62,0.00000000,0.00000000,-7.85,6.78,14.23,336.56308
3675,2330:340975.492,337.80,0.00000000,0.00000000,-7.84,6.82,14.31,336.74272
3676,2330:340975.635,337.70,0.00000000,0.00000000,-7.88,6.84,14.30,336.75124
3677,2330:340975.778,337.66,0.00000000,0.00000000,-7.93,6.86,14.37,336.73736
3678,2330:340975.921,337.66,0.00000000,0.00000000,-7.92,6.88,14.35,336.64720
3679,2330:340976.064,337.66,0.00000000,0.00000000,-7.97,6.94,14.42,336.54660
3680,2330:340976.207,337.67,0.00000000,0.00000000,-7.96,6.93,14.41,336.62216
3681,2330:340976.350,337.72,0.00000000,0.00000000,-7.98,6.96,14.48,336.53156
3682,2330:340976.493,337.67,0.00000000,0.00000000,-7.99,6.97,14.45,336.98852
3683,2330:340976.636,337.81,0.00000000,0.00000000,-7.97,6.98,14.52,336.91256
3684,2330:340976.779,337.83,0.00000000,0.00000000,-7.98,7.01,14.54,337.09592
3685,2330:340976.922,337.73,0.00000000,0.00000000,-8.03,7.02,14.55,336.98188
3686,2330:340977.065,337.91,0.00000000,0.00000000,-7.97,7.02,14.58,336.96104
3687,2330:340977.208,337.79,0.00000000,0.00000000,-8.02,7.03,14.58,337.13052
3688,2330:340977.351,337.92,0.00000000,0.00000000,-7.98,7.02,14.59,337.31644
3689,2330:340977.494,338.00,0.00000000,0.00000000,-7.98,7.07,14.63,337.12916
3690,2330:340977.637,337.98,0.00000000,0.00000000,-7.97,7.06,14.59,337.15784
3691,2330:340977.780,338.11,0.00000000,0.00000000,-7.94,7.07,14.62,337.22448
3692,2330:340977.923,338.03,0.00000000,0.00000000,-7.95,7.04,14.60,337.45168
3693,2330:340978.066,338.07,0.00000000,0.00000000,-7.94,7.04,14.63,337.45476
3694,2330:340978.209,338.26,0.00000000,0.00000000,-7.89,7.07,14.64,337.44216
3695,2330:340978.352,338.31,0.00000000,0.00000000,-7.85,7.06,14.60,337.64384
3696,2330:340978.495,338.23,0.00000000,0.00000000,-7.89,7.06,14.64,337.43228
3697,2330:340978.638,338.66,0.00000000,0.00000000,-7.73,7.05,14.62,337.70568
3698,2330:340978.781,338.20,0.00000000,0.00000000,-7.82,6.93,14.54,337.47960
3699,2330:340978.924,338.06,0.00000000,0.00000000,-7.87,6.89,14.56,337.55476
3700,2330:340979.067,338.20,0.00000000,0.00000000,-7.80,6.88,14.54,337.37552
3701,2330:340979.210,338.42,0.00000000,0.00000000,-7.72,6.90,14.51,337.37500
3702,2330:340979.353,338.18,0.00000000,0.00000000,-7.76,6.84,14.44,337.16320
3703,2330:340979.496,338.31,0.00000000,0.00000000,-7.72,6.86,14.43,337.41280
3704,2330:340979.639,338.04,0.00000000,0.00000000,-7.77,6.84,14.35,337.13756
3705,2330:340979.782,338.02,0.00000000,0.00000000,-7.75,6.83,14.27,337.05820
3706,2330:340979.925,337.94,0.00000000,0.00000000,-7.75,6.81,14.21,336.98120
3707,2330:340980.068,337.77,0.00000000,0.00000000,-7.79,6.79,14.18,336.77684
3708,2330:340980.211,337.73,0.00000000,0.00000000,-7.77,6.77,14.12,336.63704
3709,2330:340980.354,337.55,0.00000000,0.00000000,-7.81,6.75,14.08,336.52644
3710,2330:340980.497,337.45,0.00000000,0.00000000,-7.83,6.73,14.06,336.49928
3711,2330:340980.640,337.16,0.00000000,0.00000000,-7.87,6.69,13.94,336.35772
3712,2330:340980.783,337.10,0.00000000,0.00000000,-7.88,6.68,13.93,336.21476
3713,2330:340980.926,336.95,0.00000000,0.00000000,-7.89,6.64,13.84,336.09060
3714,2330:340981.069,336.81,0.00000000,0.00000000,-7.92,6.61,13.84,335.96112
3715,2330:340981.212,336.54,0.00000000,0.00000000,-7.95,6.54,13.73,335.87584
3716,2330:340981.355,336.21,0.00000000,0.00000000,-8.03,6.48,13.71,335.71796
3717,2330:340981.498,336.24,0.00000000,0.00000000,-7.99,6.47,13.66,335.54290
3718,2330:340981.641,336.22,0.00000000,0.00000000,-8.00,6.46,13.67,335.30432
3719,2330:340981.784,335.98,0.00000000,0.00000000,-8.00,6.38,13.55,335.42920
3720,2330:340981.927,336.16,0.00000000,0.00000000,-7.95,6.41,13.55,335.28604
3721,2330:340982.070,335.63,0.00000000,0.00000000,-8.06,6.34,13.45,335.58760
3722,2330:340982.213,335.64,0.00000000,0.00000000,-8.05,6.32,13.45,335.06028
3723,2330:340982.356,335.66,0.00000000,0.00000000,-8.01,6.30,13.39,335.62752
3724,2330:340982.499,335.81,0.00000000,0.00000000,-7.94,6.29,13.34,334.75568
3725,2330:340982.642,335.63,0.00000000,0.00000000,-7.99,6.25,13.36,334.43200
3726,2330:340982.785,335.41,0.00000000,0.00000000,-8.03,6.23,13.28,334.13806
3727,2330:340982.928,335.21,0.00000000,0.00000000,-8.04,6.19,13.20,335.12686
3728,2330:340983.071,335.34,0.00000000,0.00000000,-7.98,6.19,13.15,334.58770
3729,2330:340983.214,335.20,0.00000000,0.00000000,-8.02,6.22,13.13,334.80298
3730,2330:340983.357,335.13,0.00000000,0.00000000,-7.99,6.16,13.06,334.72198
3731,2330:340983.500,335.24,0.00000000,0.00000000,-7.97,6.15,13.08,334.57886
3732,2330:340983.643,334.92,0.00000000,0.00000000,-7.98,6.05,12.95,334.27676
3733,2330:340983.786,335.17,0.00000000,0.00000000,-7.93,6.08,13.01,334.46966
3734,2330:340983.929,335.06,0.00000000,0.00000000,-7.96,6.08,13.00,334.47080
3735,2330:340984.072,335.03,0.00000000,0.00000000,-7.93,6.08,12.89,334.16876
3736,2330:340984.215,335.52,0.00000000,0.00000000,-7.77,6.06,12.92,334.89126
3737,2330:340984.358,335.01,0.00000000,0.00000000,-7.88,6.04,12.82,334.43958
3738,2330:340984.501,334.97,0.00000000,0.00000000,-7.90,6.05,12.82,333.95458
3739,2330:340984.644,335.09,0.00000000,0.00000000,-7.85,6.03,12.81,334.75196
3740,2330:340984.787,334.72,0.00000000,0.00000000,-7.93,5.96,12.78,334.47968
3741,2330:340984.930,335.18,0.00000000,0.00000000,-7.78,5.95,12.79,335.20102
3742,2330:340985.073,335.10,0.00000000,0.00000000,-7.82,5.98,12.80,334.74656
3743,2330:340985.216,335.04,0.00000000,0.00000000,-7.79,5.91,12.73,335.44416
3744,2330:340985.359,335.09,0.00000000,0.00000000,-7.81,5.99,12.76,335.33210
3745,2330:340985.502,335.17,0.00000000,0.00000000,-7.75,5.99,12.67,333.55676
