GPS time,CoG,Lat,Lon,VX,VY,VZ,relPosHeading
20240904183637,35.53,0.0,0.0,3.87,3.76,5.33,35.07737
20240904183637,35.59,0.0,0.0,3.77,3.66,5.17,34.96927
20240904183637,35.12,0.0,0.0,3.6,3.54,5.05,34.95754
20240904183637,35.18,0.0,0.0,3.51,3.42,4.92,34.95338
20240904183637,35.73,0.0,0.0,3.44,3.3,4.71,35.02992
20240904183638,35.15,0.0,0.0,3.28,3.19,4.6,34.80718
20240904183638,35.6,0.0,0.0,3.18,3.04,4.38,34.63167
20240904183638,35.22,0.0,0.0,3.02,2.91,4.24,34.55976
20240904183638,35.57,0.0,0.0,2.93,2.81,4.04,34.59264
20240904183638,35.77,0.0,0.0,2.83,2.7,3.87,34.63694
20240904183638,34.85,0.0,0.0,2.63,2.54,3.75,34.47342
20240904183638,35.68,0.0,0.0,2.59,2.44,3.56,34.8196
20240904183639,34.96,0.0,0.0,2.4,2.33,3.4,34.7461
20240904183639,35.77,0.0,0.0,2.33,2.19,3.2,34.94835
20240904183639,35.55,0.0,0.0,2.17,2.06,3.01,34.86046
20240904183639,34.87,0.0,0.0,1.98,1.91,2.83,34.88761
20240904183639,35.74,0.0,0.0,1.88,1.78,2.58,34.79759
20240904183639,35.02,0.0,0.0,1.69,1.63,2.4,35.13556
20240904183639,35.11,0.0,0.0,1.55,1.49,2.19,35.02546
20240904183640,35.34,0.0,0.0,1.4,1.33,1.96,35.1811
20240904183640,36.6,0.0,0.0,1.31,1.23,1.73,35.24649
20240904183640,34.96,0.0,0.0,1.14,1.12,1.62,35.2882
20240904183640,35.6,0.0,0.0,1.07,1.03,1.47,35.20616
20240904183640,34.98,0.0,0.0,1.01,1.01,1.43,35.03978
20240904183640,34.95,0.0,0.0,1.04,1.02,1.47,35.04915
20240904183640,36.26,0.0,0.0,1.06,1.01,1.42,34.99968
20240904183641,34.88,0.0,0.0,1.05,1.02,1.49,34.95469
20240904183641,35.74,0.0,0.0,1.08,1.03,1.49,34.91238
20240904183641,34.05,0.0,0.0,1.08,1.1,1.59,34.703
20240904183641,32.49,0.0,0.0,1.13,1.2,1.78,34.06661
20240904183641,31.57,0.0,0.0,1.17,1.3,1.91,33.78111
20240904183641,28.14,0.0,0.0,1.1,1.37,2.12,32.50401
20240904183641,26.55,0.0,0.0,1.09,1.45,2.29,30.94212
20240904183642,25.34,0.0,0.0,1.08,1.53,2.41,29.43437
20240904183642,22.99,0.0,0.0,1.04,1.65,2.64,27.18388
20240904183642,21.22,0.0,0.0,1.0,1.76,2.84,25.61221
20240904183642,18.06,0.0,0.0,0.85,1.8,3.02,23.1107
20240904183642,15.92,0.0,0.0,0.75,1.88,3.19,21.10833
20240904183642,13.59,0.0,0.0,0.62,1.97,3.34,18.5003
20240904183642,10.51,0.0,0.0,0.42,1.94,3.42,15.825
20240904183643,8.24,0.0,0.0,0.28,1.98,3.55,13.12372
20240904183643,4.62,0.0,0.0,0.03,1.97,3.63,10.49257
20240904183643,2.15,0.0,0.0,-0.16,1.99,3.68,7.93597
20240904183643,359.62,0.0,0.0,-0.35,2.02,3.79,5.20349
20240904183643,356.53,0.0,0.0,-0.59,2.01,3.86,2.06531
20240904183643,354.51,0.0,0.0,-0.75,2.01,3.89,359.22188
20240904183643,351.83,0.0,0.0,-0.96,1.97,3.91,356.48768
20240904183644,349.59,0.0,0.0,-1.13,1.95,3.88,353.74032
20240904183644,346.51,0.0,0.0,-1.37,1.9,3.89,350.8126
20240904183644,344.6,0.0,0.0,-1.54,1.9,3.91,347.94072
20240904183644,340.44,0.0,0.0,-1.84,1.77,3.82,344.99044
20240904183644,336.25,0.0,0.0,-2.18,1.7,3.79,341.96268
20240904183644,334.87,0.0,0.0,-2.32,1.69,3.81,338.71388
20240904183644,332.91,0.0,0.0,-2.5,1.68,3.8,335.8116
20240904183645,328.53,0.0,0.0,-2.82,1.53,3.68,332.80298
20240904183645,323.17,0.0,0.0,-3.18,1.35,3.46,329.62442
20240904183645,321.67,0.0,0.0,-3.25,1.29,3.37,326.18168
20240904183645,318.64,0.0,0.0,-3.41,1.19,3.19,322.90316
20240904183645,314.33,0.0,0.0,-3.72,1.04,3.03,319.47454
20240904183645,309.9,0.0,0.0,-3.96,0.86,2.8,315.74526
20240904183645,306.38,0.0,0.0,-4.14,0.72,2.6,311.97892
20240904183646,302.02,0.0,0.0,-4.34,0.53,2.34,308.09936
20240904183646,298.45,0.0,0.0,-4.5,0.39,2.12,304.06284
20240904183646,294.82,0.0,0.0,-4.6,0.23,1.86,300.40802
20240904183646,290.82,0.0,0.0,-4.74,0.06,1.59,296.51194
20240904183646,286.93,0.0,0.0,-4.73,-0.11,1.29,292.835
20240904183646,282.25,0.0,0.0,-4.81,-0.3,0.94,288.91956
20240904183646,279.26,0.0,0.0,-4.8,-0.42,0.71,284.9924
20240904183647,275.29,0.0,0.0,-4.81,-0.58,0.42,281.44778
20240904183647,271.91,0.0,0.0,-4.73,-0.73,0.17,277.68668
20240904183647,267.03,0.0,0.0,-4.67,-0.92,-0.18,273.6661
20240904183647,263.96,0.0,0.0,-4.64,-1.02,-0.41,269.97208
20240904183647,260.31,0.0,0.0,-4.52,-1.14,-0.68,266.36332
20240904183647,257.0,0.0,0.0,-4.42,-1.24,-0.9,262.57386
20240904183648,252.91,0.0,0.0,-4.32,-1.4,-1.19,258.85166
20240904183648,249.23,0.0,0.0,-4.15,-1.5,-1.42,255.41104
20240904183648,246.44,0.0,0.0,-4.02,-1.57,-1.59,251.78126
20240904183648,242.23,0.0,0.0,-3.84,-1.68,-1.85,248.22104
20240904183648,239.16,0.0,0.0,-3.71,-1.76,-2.05,244.9546
20240904183648,235.45,0.0,0.0,-3.51,-1.83,-2.26,241.49702
20240904183648,234.03,0.0,0.0,-3.42,-1.86,-2.33,238.57666
20240904183649,230.86,0.0,0.0,-3.28,-1.94,-2.52,236.05084
20240904183649,229.26,0.0,0.0,-3.17,-1.96,-2.58,233.54188
20240904183649,227.69,0.0,0.0,-3.08,-2.0,-2.66,231.57012
20240904183649,226.75,0.0,0.0,-3.01,-2.0,-2.69,229.8874
20240904183649,226.79,0.0,0.0,-3.0,-2.01,-2.68,228.48322
20240904183649,225.68,0.0,0.0,-2.93,-2.0,-2.73,227.53806
20240904183649,225.15,0.0,0.0,-2.9,-2.03,-2.75,226.60984
20240904183650,224.95,0.0,0.0,-2.88,-2.02,-2.75,226.00722
20240904183650,225.42,0.0,0.0,-2.91,-2.02,-2.74,225.60786
20240904183650,224.56,0.0,0.0,-2.84,-2.02,-2.76,225.00052
20240904183650,223.8,0.0,0.0,-2.79,-2.03,-2.79,224.51476
20240904183650,223.38,0.0,0.0,-2.75,-2.04,-2.79,223.96296
20240904183650,222.61,0.0,0.0,-2.69,-2.05,-2.81,223.36074
20240904183650,221.97,0.0,0.0,-2.64,-2.05,-2.83,222.78118
20240904183651,221.42,0.0,0.0,-2.61,-2.05,-2.85,222.128
20240904183651,221.02,0.0,0.0,-2.57,-2.06,-2.86,221.41692
20240904183651,219.71,0.0,0.0,-2.51,-2.1,-2.92,220.8092
20240904183651,219.61,0.0,0.0,-2.51,-2.12,-2.94,220.14164
20240904183651,218.53,0.0,0.0,-2.45,-2.13,-3.0,219.47412
20240904183651,218.27,0.0,0.0,-2.45,-2.15,-3.03,218.85882
20240904183651,217.42,0.0,0.0,-2.4,-2.17,-3.07,218.22896
20240904183652,217.09,0.0,0.0,-2.39,-2.17,-3.1,217.47364
20240904183652,216.45,0.0,0.0,-2.37,-2.21,-3.15,216.95678
20240904183652,215.88,0.0,0.0,-2.34,-2.21,-3.18,216.3861
20240904183652,215.59,0.0,0.0,-2.33,-2.25,-3.21,215.86996
20240904183652,215.01,0.0,0.0,-2.3,-2.25,-3.24,215.25872
20240904183652,214.89,0.0,0.0,-2.3,-2.26,-3.26,214.87792
20240904183652,214.26,0.0,0.0,-2.28,-2.28,-3.32,214.54386
20240904183653,214.63,0.0,0.0,-2.29,-2.28,-3.29,214.28164
20240904183653,214.35,0.0,0.0,-2.28,-2.28,-3.31,213.9616
20240904183653,214.0,0.0,0.0,-2.25,-2.28,-3.31,213.75074
20240904183653,213.87,0.0,0.0,-2.23,-2.26,-3.31,213.53106
20240904183653,213.72,0.0,0.0,-2.22,-2.27,-3.31,213.37354
20240904183653,213.91,0.0,0.0,-2.22,-2.25,-3.28,213.20888
20240904183653,213.78,0.0,0.0,-2.2,-2.25,-3.28,213.27896
20240904183654,213.91,0.0,0.0,-2.2,-2.23,-3.25,213.25498
20240904183654,213.87,0.0,0.0,-2.18,-2.23,-3.23,213.424
20240904183654,214.6,0.0,0.0,-2.22,-2.2,-3.2,213.6714
20240904183654,215.95,0.0,0.0,-2.29,-2.17,-3.1,214.3608
20240904183654,217.54,0.0,0.0,-2.38,-2.13,-3.03,215.22816
20240904183654,218.67,0.0,0.0,-2.41,-2.09,-2.93,216.30418
20240904183654,221.29,0.0,0.0,-2.55,-2.04,-2.79,217.66642
20240904183655,222.9,0.0,0.0,-2.61,-1.99,-2.69,219.29144
20240904183655,225.99,0.0,0.0,-2.77,-1.94,-2.53,221.1285
20240904183655,228.44,0.0,0.0,-2.85,-1.87,-2.37,223.31366
20240904183655,231.53,0.0,0.0,-2.99,-1.77,-2.22,225.66824
20240904183655,234.76,0.0,0.0,-3.1,-1.7,-2.02,228.19494
20240904183655,238.22,0.0,0.0,-3.23,-1.61,-1.83,231.07468
20240904183655,241.43,0.0,0.0,-3.29,-1.51,-1.63,233.93572
20240904183656,246.16,0.0,0.0,-3.45,-1.37,-1.37,237.60152
20240904183656,249.97,0.0,0.0,-3.54,-1.25,-1.16,241.0001
20240904183656,253.91,0.0,0.0,-3.55,-1.14,-0.9,244.71942
20240904183656,257.73,0.0,0.0,-3.65,-1.02,-0.69,248.60734
20240904183656,261.52,0.0,0.0,-3.66,-0.89,-0.47,252.34646
20240904183656,268.18,0.0,0.0,-3.71,-0.69,-0.08,256.30908
20240904183656,271.49,0.0,0.0,-3.65,-0.57,0.11,260.35074
20240904183657,273.81,0.0,0.0,-3.62,-0.49,0.24,264.02056
20240904183657,277.79,0.0,0.0,-3.62,-0.37,0.46,267.90838
20240904183657,281.78,0.0,0.0,-3.53,-0.23,0.66,271.6167
20240904183657,285.51,0.0,0.0,-3.46,-0.11,0.85,275.14936
20240904183657,288.43,0.0,0.0,-3.46,-0.01,1.01,278.77768
20240904183657,290.85,0.0,0.0,-3.44,0.05,1.15,282.05078
20240904183657,293.67,0.0,0.0,-3.42,0.15,1.31,285.1708
20240904183658,295.9,0.0,0.0,-3.38,0.23,1.42,287.88706
20240904183658,298.41,0.0,0.0,-3.34,0.31,1.55,290.67298
20240904183658,300.3,0.0,0.0,-3.32,0.37,1.66,293.14188
20240904183658,302.03,0.0,0.0,-3.26,0.43,1.74,295.43862
20240904183658,303.06,0.0,0.0,-3.31,0.48,1.83,297.35236
20240904183658,303.76,0.0,0.0,-3.31,0.5,1.88,299.16744
20240904183658,304.79,0.0,0.0,-3.34,0.56,1.96,300.53086
20240904183659,305.74,0.0,0.0,-3.31,0.58,2.01,301.91068
20240904183659,306.24,0.0,0.0,-3.34,0.61,2.06,303.0308
20240904183659,306.21,0.0,0.0,-3.39,0.62,2.09,303.88794
20240904183659,307.0,0.0,0.0,-3.4,0.65,2.16,304.57928
20240904183659,306.88,0.0,0.0,-3.45,0.65,2.18,305.08988
20240904183659,307.28,0.0,0.0,-3.49,0.68,2.24,305.65226
20240904183659,307.0,0.0,0.0,-3.56,0.69,2.25,305.90078
20240904183700,307.3,0.0,0.0,-3.57,0.7,2.28,306.18006
20240904183700,307.71,0.0,0.0,-3.61,0.72,2.35,306.41868
20240904183700,307.67,0.0,0.0,-3.64,0.72,2.37,306.55896
20240904183700,308.22,0.0,0.0,-3.65,0.75,2.42,306.83918
20240904183700,308.16,0.0,0.0,-3.69,0.75,2.44,307.0538
20240904183700,308.57,0.0,0.0,-3.72,0.78,2.5,307.38482
20240904183700,308.52,0.0,0.0,-3.74,0.78,2.5,307.50512
20240904183701,308.8,0.0,0.0,-3.77,0.8,2.55,307.5657
20240904183701,309.0,0.0,0.0,-3.8,0.81,2.59,307.83682
20240904183701,309.57,0.0,0.0,-3.82,0.86,2.64,308.18442
20240904183701,310.38,0.0,0.0,-3.8,0.88,2.71,308.80564
20240904183701,311.25,0.0,0.0,-3.84,0.95,2.8,309.51934
20240904183701,312.87,0.0,0.0,-3.78,1.01,2.92,310.45676
20240904183701,313.43,0.0,0.0,-3.8,1.05,2.98,311.45292
20240904183702,315.15,0.0,0.0,-3.74,1.14,3.09,312.5355
20240904183702,315.99,0.0,0.0,-3.73,1.18,3.18,313.7717
20240904183702,318.02,0.0,0.0,-3.64,1.26,3.31,315.06796
20240904183702,319.4,0.0,0.0,-3.61,1.35,3.42,316.50802
20240904183702,320.85,0.0,0.0,-3.53,1.41,3.51,317.96116
20240904183702,322.66,0.0,0.0,-3.41,1.48,3.6,319.46244
20240904183702,324.18,0.0,0.0,-3.33,1.56,3.68,320.794
20240904183703,325.67,0.0,0.0,-3.23,1.61,3.76,322.4357
20240904183703,327.01,0.0,0.0,-3.11,1.65,3.79,323.90652
20240904183703,328.01,0.0,0.0,-3.05,1.69,3.83,325.27966
20240904183703,329.28,0.0,0.0,-2.93,1.72,3.86,326.54252
20240904183703,330.33,0.0,0.0,-2.86,1.77,3.91,327.6644
20240904183703,330.47,0.0,0.0,-2.82,1.75,3.88,328.5145
20240904183703,330.82,0.0,0.0,-2.81,1.77,3.91,329.06158
20240904183704,331.18,0.0,0.0,-2.76,1.77,3.89,329.56702
20240904183704,330.74,0.0,0.0,-2.79,1.75,3.87,329.80582
20240904183704,330.42,0.0,0.0,-2.81,1.75,3.85,329.71528
20240904183704,330.59,0.0,0.0,-2.78,1.73,3.84,329.40168
20240904183704,328.85,0.0,0.0,-2.91,1.68,3.77,329.12726
20240904183704,328.47,0.0,0.0,-2.9,1.64,3.72,328.40472
20240904183704,326.76,0.0,0.0,-3.03,1.59,3.65,327.56788
20240904183705,325.36,0.0,0.0,-3.08,1.52,3.55,326.48086
20240904183705,324.14,0.0,0.0,-3.18,1.49,3.51,325.2463
20240904183705,322.62,0.0,0.0,-3.26,1.42,3.43,323.84252
20240904183705,321.17,0.0,0.0,-3.3,1.33,3.31,322.76536
20240904183705,319.82,0.0,0.0,-3.37,1.26,3.25,321.54956
20240904183705,318.78,0.0,0.0,-3.41,1.21,3.19,320.35456
20240904183705,317.67,0.0,0.0,-3.46,1.19,3.11,319.19924
20240904183706,316.41,0.0,0.0,-3.52,1.12,3.05,317.85888
20240904183706,315.0,0.0,0.0,-3.57,1.06,2.95,316.6204
20240904183706,314.27,0.0,0.0,-3.61,1.04,2.92,315.52146
20240904183706,312.87,0.0,0.0,-3.63,0.97,2.8,314.31144
20240904183706,311.64,0.0,0.0,-3.67,0.92,2.72,313.03238
20240904183706,310.38,0.0,0.0,-3.7,0.85,2.64,311.82324
20240904183706,308.06,0.0,0.0,-3.78,0.77,2.49,309.99822
20240904183707,305.73,0.0,0.0,-3.85,0.67,2.34,308.06066
20240904183707,302.77,0.0,0.0,-3.96,0.56,2.16,305.8003
20240904183707,299.46,0.0,0.0,-4.01,0.42,1.94,303.361
20240904183707,295.69,0.0,0.0,-4.08,0.26,1.7,300.32662
20240904183707,291.24,0.0,0.0,-4.15,0.1,1.4,297.1148
20240904183707,287.25,0.0,0.0,-4.13,-0.06,1.13,293.40268
20240904183707,281.84,0.0,0.0,-4.16,-0.26,0.78,289.55828
20240904183708,276.92,0.0,0.0,-4.1,-0.44,0.46,285.17532
20240904183708,270.45,0.0,0.0,-4.01,-0.67,0.06,280.5373
20240904183708,263.84,0.0,0.0,-3.85,-0.86,-0.34,275.1643
20240904183708,257.96,0.0,0.0,-3.67,-1.04,-0.67,269.89194
20240904183708,250.95,0.0,0.0,-3.45,-1.21,-1.05,264.18494
20240904183708,244.48,0.0,0.0,-3.18,-1.34,-1.36,258.59638
20240904183708,238.38,0.0,0.0,-2.95,-1.48,-1.66,252.77318
20240904183709,232.98,0.0,0.0,-2.65,-1.54,-1.85,247.00702
20240904183709,226.01,0.0,0.0,-2.3,-1.61,-2.11,241.30244
20240904183709,219.62,0.0,0.0,-1.96,-1.67,-2.28,235.3763
20240904183709,214.47,0.0,0.0,-1.65,-1.67,-2.38,229.898
20240904183709,207.42,0.0,0.0,-1.27,-1.69,-2.53,224.25662
20240904183709,201.76,0.0,0.0,-0.96,-1.68,-2.62,218.2736
20240904183709,196.63,0.0,0.0,-0.65,-1.65,-2.61,212.90564
20240904183710,190.62,0.0,0.0,-0.34,-1.62,-2.7,207.43302
20240904183710,184.81,0.0,0.0,-0.01,-1.56,-2.63,202.09272
20240904183710,180.5,0.0,0.0,0.21,-1.51,-2.64,196.92632
20240904183710,174.62,0.0,0.0,0.5,-1.39,-2.56,191.76632
20240904183710,169.33,0.0,0.0,0.76,-1.33,-2.49,186.6503
20240904183710,164.28,0.0,0.0,0.98,-1.22,-2.39,181.5537
20240904183710,159.02,0.0,0.0,1.2,-1.12,-2.3,176.32488
20240904183711,154.74,0.0,0.0,1.37,-1.04,-2.19,171.38408
20240904183711,149.3,0.0,0.0,1.55,-0.91,-2.05,166.64416
20240904183711,144.02,0.0,0.0,1.75,-0.82,-1.92,161.87614
20240904183711,139.97,0.0,0.0,1.86,-0.73,-1.79,157.23478
20240904183711,134.84,0.0,0.0,2.03,-0.62,-1.66,152.39178
20240904183711,130.42,0.0,0.0,2.18,-0.52,-1.54,147.4869
20240904183711,124.96,0.0,0.0,2.3,-0.39,-1.36,142.82404
20240904183712,120.59,0.0,0.0,2.38,-0.29,-1.2,137.88058
20240904183712,115.42,0.0,0.0,2.47,-0.15,-1.02,133.21126
20240904183712,111.13,0.0,0.0,2.55,-0.05,-0.86,128.4154
20240904183712,106.19,0.0,0.0,2.58,0.07,-0.67,123.70598
20240904183712,101.8,0.0,0.0,2.59,0.16,-0.48,119.12122
20240904183712,97.24,0.0,0.0,2.58,0.28,-0.31,114.55942
20240904183712,93.11,0.0,0.0,2.59,0.37,-0.14,109.93746
20240904183713,88.93,0.0,0.0,2.53,0.46,0.02,105.69032
20240904183713,84.97,0.0,0.0,2.54,0.56,0.17,101.3622
20240904183713,82.54,0.0,0.0,2.52,0.62,0.27,97.50494
20240904183713,83.54,0.0,0.0,2.61,0.6,0.24,94.46914
20240904183713,82.51,0.0,0.0,2.69,0.65,0.29,91.65038
20240904183713,83.03,0.0,0.0,2.74,0.65,0.27,89.28468
20240904183713,81.62,0.0,0.0,2.79,0.69,0.34,87.47854
20240904183714,81.27,0.0,0.0,2.83,0.72,0.36,86.0558
20240904183714,82.32,0.0,0.0,2.94,0.72,0.33,85.14748
20240904183714,83.44,0.0,0.0,2.99,0.71,0.27,84.7544
20240904183714,84.32,0.0,0.0,3.01,0.67,0.24,84.48294
20240904183714,85.4,0.0,0.0,3.09,0.65,0.2,84.60574
20240904183714,86.05,0.0,0.0,3.12,0.65,0.16,84.6566
20240904183714,86.39,0.0,0.0,3.16,0.64,0.15,84.87938
20240904183715,86.43,0.0,0.0,3.2,0.65,0.15,85.0754
20240904183715,86.51,0.0,0.0,3.23,0.66,0.14,85.42812
20240904183715,87.52,0.0,0.0,3.32,0.65,0.1,85.8916
20240904183715,87.75,0.0,0.0,3.3,0.63,0.09,86.26742
20240904183715,90.09,0.0,0.0,3.36,0.59,-0.04,86.87508
20240904183715,91.24,0.0,0.0,3.32,0.54,-0.09,87.79752
20240904183715,93.16,0.0,0.0,3.34,0.48,-0.19,88.92356
20240904183716,94.36,0.0,0.0,3.32,0.44,-0.25,90.3497
20240904183716,96.52,0.0,0.0,3.33,0.39,-0.36,92.1025
20240904183716,99.48,0.0,0.0,3.33,0.3,-0.52,94.06848
20240904183716,103.03,0.0,0.0,3.31,0.19,-0.69,96.38118
20240904183716,108.11,0.0,0.0,3.26,0.03,-0.94,99.35136
20240904183716,111.86,0.0,0.0,3.15,-0.09,-1.1,102.55336
20240904183716,116.44,0.0,0.0,3.06,-0.22,-1.31,106.17898
20240904183717,121.54,0.0,0.0,2.93,-0.37,-1.54,110.20894
20240904183717,127.76,0.0,0.0,2.71,-0.54,-1.77,114.4231
20240904183717,133.11,0.0,0.0,2.5,-0.68,-1.94,118.90236
20240904183717,139.88,0.0,0.0,2.26,-0.84,-2.19,123.91294
20240904183717,144.52,0.0,0.0,2.01,-0.94,-2.27,128.96928
20240904183717,151.17,0.0,0.0,1.72,-1.08,-2.43,134.3704
20240904183717,155.8,0.0,0.0,1.45,-1.13,-2.45,139.67298
20240904183718,163.1,0.0,0.0,1.11,-1.29,-2.57,144.81628
20240904183718,167.24,0.0,0.0,0.88,-1.31,-2.58,150.01414
20240904183718,173.03,0.0,0.0,0.59,-1.37,-2.61,155.28968
20240904183718,177.37,0.0,0.0,0.36,-1.4,-2.57,160.50642
20240904183718,184.06,0.0,0.0,0.02,-1.44,-2.53,165.33304
20240904183718,187.82,0.0,0.0,-0.17,-1.46,-2.49,170.2409
20240904183718,193.01,0.0,0.0,-0.42,-1.45,-2.39,175.09548
20240904183719,198.17,0.0,0.0,-0.66,-1.44,-2.32,180.11814
20240904183719,203.08,0.0,0.0,-0.89,-1.44,-2.25,184.8531
20240904183719,207.88,0.0,0.0,-1.1,-1.41,-2.15,190.00044
20240904183719,212.87,0.0,0.0,-1.33,-1.39,-2.05,194.63774
20240904183719,218.21,0.0,0.0,-1.55,-1.37,-1.92,199.72718
20240904183719,222.07,0.0,0.0,-1.67,-1.31,-1.78,204.22592
20240904183719,227.92,0.0,0.0,-1.9,-1.26,-1.62,209.08334
20240904183720,231.9,0.0,0.0,-2.02,-1.2,-1.47,213.96668
20240904183720,236.93,0.0,0.0,-2.16,-1.11,-1.3,218.86544
20240904183720,241.74,0.0,0.0,-2.31,-1.06,-1.12,223.68726
20240904183720,246.83,0.0,0.0,-2.41,-0.94,-0.93,228.4105
20240904183720,251.91,0.0,0.0,-2.52,-0.85,-0.73,233.15658
20240904183720,256.42,0.0,0.0,-2.59,-0.76,-0.54,237.86438
20240904183720,261.88,0.0,0.0,-2.65,-0.63,-0.32,242.80058
20240904183721,265.42,0.0,0.0,-2.64,-0.58,-0.16,247.54032
20240904183721,270.52,0.0,0.0,-2.68,-0.44,0.04,252.37312
20240904183721,276.07,0.0,0.0,-2.69,-0.32,0.27,257.17234
20240904183721,279.88,0.0,0.0,-2.66,-0.22,0.42,261.85702
20240904183721,284.88,0.0,0.0,-2.63,-0.11,0.63,266.44924
20240904183721,289.47,0.0,0.0,-2.56,0.0,0.8,271.23276
20240904183721,294.36,0.0,0.0,-2.49,0.13,0.98,275.90838
20240904183722,298.75,0.0,0.0,-2.41,0.23,1.14,280.84136
20240904183722,303.62,0.0,0.0,-2.31,0.35,1.3,285.45486
20240904183722,307.91,0.0,0.0,-2.2,0.44,1.44,289.98792
20240904183722,313.54,0.0,0.0,-2.05,0.56,1.63,294.62784
20240904183722,316.56,0.0,0.0,-1.95,0.63,1.7,299.21768
20240904183722,323.02,0.0,0.0,-1.76,0.77,1.88,303.99826
20240904183722,326.57,0.0,0.0,-1.64,0.85,1.96,308.72598
20240904183723,331.3,0.0,0.0,-1.46,0.94,2.07,313.2583
20240904183723,335.8,0.0,0.0,-1.29,1.02,2.16,317.92858
20240904183723,339.73,0.0,0.0,-1.14,1.1,2.25,322.48532
20240904183723,342.6,0.0,0.0,-1.02,1.15,2.31,326.771
20240904183723,345.51,0.0,0.0,-0.89,1.19,2.35,330.57572
20240904183723,347.7,0.0,0.0,-0.81,1.26,2.42,334.10758
20240904183723,349.89,0.0,0.0,-0.72,1.29,2.48,337.50824
20240904183724,350.26,0.0,0.0,-0.71,1.34,2.52,339.99464
20240904183724,349.46,0.0,0.0,-0.76,1.34,2.56,342.31408
20240904183724,350.04,0.0,0.0,-0.75,1.38,2.6,344.25188
20240904183724,351.07,0.0,0.0,-0.71,1.4,2.65,345.96316
20240904183724,351.99,0.0,0.0,-0.67,1.45,2.71,347.239
20240904183724,351.63,0.0,0.0,-0.7,1.47,2.74,347.96068
20240904183724,349.51,0.0,0.0,-0.82,1.45,2.75,348.06924
20240904183725,347.49,0.0,0.0,-0.93,1.43,2.74,347.7926
20240904183725,347.18,0.0,0.0,-0.96,1.43,2.77,347.67868
20240904183725,348.0,0.0,0.0,-0.91,1.43,2.75,347.54336
20240904183725,347.97,0.0,0.0,-0.93,1.46,2.8,347.47276
20240904183725,347.82,0.0,0.0,-0.93,1.45,2.79,347.36408
20240904183725,347.1,0.0,0.0,-0.98,1.46,2.8,347.2296
20240904183725,347.37,0.0,0.0,-0.95,1.45,2.79,347.1712
20240904183726,346.99,0.0,0.0,-0.99,1.45,2.82,347.0696
20240904183726,347.42,0.0,0.0,-0.97,1.48,2.84,346.94728
20240904183726,347.25,0.0,0.0,-0.98,1.46,2.83,346.84596
20240904183726,346.17,0.0,0.0,-1.04,1.45,2.84,346.58348
20240904183726,345.99,0.0,0.0,-1.04,1.43,2.83,346.23964
20240904183726,344.7,0.0,0.0,-1.12,1.42,2.83,345.56876
20240904183726,342.48,0.0,0.0,-1.24,1.38,2.8,344.5356
20240904183727,339.58,0.0,0.0,-1.38,1.33,2.71,342.70976
20240904183727,335.79,0.0,0.0,-1.58,1.25,2.66,340.55168
20240904183727,330.67,0.0,0.0,-1.81,1.12,2.51,337.72392
20240904183727,325.69,0.0,0.0,-2.01,1.0,2.35,334.1894
20240904183727,319.08,0.0,0.0,-2.26,0.83,2.12,329.98556
20240904183727,311.76,0.0,0.0,-2.47,0.63,1.83,325.4321
20240904183727,306.51,0.0,0.0,-2.58,0.48,1.61,320.81568
20240904183728,300.29,0.0,0.0,-2.72,0.32,1.35,315.73356
20240904183728,295.35,0.0,0.0,-2.75,0.18,1.12,310.71064
20240904183728,287.36,0.0,0.0,-2.81,-0.05,0.78,305.404
20240904183728,282.95,0.0,0.0,-2.84,-0.16,0.58,300.4989
20240904183728,278.92,0.0,0.0,-2.78,-0.26,0.4,295.65656
20240904183728,274.03,0.0,0.0,-2.76,-0.38,0.19,290.82928
20240904183728,268.37,0.0,0.0,-2.71,-0.5,-0.05,285.96838
20240904183729,264.06,0.0,0.0,-2.63,-0.59,-0.22,281.33734
20240904183729,258.59,0.0,0.0,-2.53,-0.7,-0.43,276.3891
20240904183729,254.24,0.0,0.0,-2.47,-0.8,-0.61,271.63146
20240904183729,250.46,0.0,0.0,-2.39,-0.86,-0.75,266.85836
20240904183729,244.75,0.0,0.0,-2.25,-0.96,-0.95,262.28846
20240904183729,240.33,0.0,0.0,-2.11,-1.01,-1.09,257.66672
20240904183729,235.61,0.0,0.0,-2.0,-1.1,-1.25,253.04446
20240904183730,231.09,0.0,0.0,-1.83,-1.13,-1.37,248.5755
20240904183730,225.74,0.0,0.0,-1.66,-1.19,-1.52,244.02452
20240904183730,222.18,0.0,0.0,-1.5,-1.18,-1.59,239.62664
20240904183730,217.1,0.0,0.0,-1.31,-1.22,-1.68,235.21148
20240904183730,214.09,0.0,0.0,-1.14,-1.19,-1.66,231.17762
20240904183730,208.12,0.0,0.0,-0.93,-1.21,-1.78,226.91726
20240904183730,204.97,0.0,0.0,-0.79,-1.18,-1.78,222.86522
20240904183731,201.62,0.0,0.0,-0.64,-1.15,-1.78,219.06994
20240904183731,196.58,0.0,0.0,-0.44,-1.12,-1.77,215.25356
20240904183731,193.84,0.0,0.0,-0.34,-1.09,-1.77,211.55714
20240904183731,188.72,0.0,0.0,-0.15,-1.04,-1.74,207.93978
20240904183731,185.14,0.0,0.0,-0.02,-1.03,-1.74,204.2541
20240904183731,182.88,0.0,0.0,0.06,-0.98,-1.66,200.90576
