GPS time,CoG,Lat,Lon,VX,VY,VZ
20240904183413,224.09,29.18849233,-81.04575033,-4.44,-3.19,-4.4
20240904183413,221.37,29.1884855,-81.04575733,-4.25,-3.27,-4.69
20240904183413,220.42,29.1884785,-81.04576417,-4.2,-3.34,-4.8
20240904183413,220.84,29.1884715,-81.045771,-4.23,-3.35,-4.74
20240904183413,218.83,29.18846417,-81.04577767,-4.02,-3.4,-4.88
20240904183414,217.84,29.18845683,-81.04578417,-3.94,-3.48,-4.97
20240904183414,218.99,29.18844967,-81.04579083,-4.04,-3.51,-4.84
20240904183414,218.49,29.18844233,-81.0457975,-4.0,-3.59,-4.86
20240904183414,217.63,29.18843483,-81.045804,-3.88,-3.62,-4.88
20240904183414,218.07,29.18842767,-81.0458105,-3.92,-3.56,-4.84
20240904183414,218.35,29.18842033,-81.045817,-3.94,-3.52,-4.83
20240904183414,217.75,29.18841317,-81.04582333,-3.82,-3.45,-4.8
20240904183415,217.59,29.18840617,-81.0458295,-3.73,-3.38,-4.73
20240904183415,218.74,29.18839933,-81.04583583,-3.79,-3.27,-4.59
20240904183415,218.73,29.18839267,-81.045842,-3.7,-3.18,-4.49
20240904183415,218.86,29.18838617,-81.045848,-3.63,-3.11,-4.39
20240904183415,219.75,29.18837983,-81.04585383,-3.6,-2.97,-4.21
20240904183415,220.37,29.18837383,-81.04585967,-3.58,-2.85,-4.1
20240904183415,221.16,29.188368,-81.0458655,-3.59,-2.76,-4.0
20240904183416,222.64,29.18836233,-81.04587133,-3.62,-2.68,-3.81
20240904183416,224.56,29.188357,-81.04587733,-3.67,-2.55,-3.59
20240904183416,225.37,29.188352,-81.04588317,-3.61,-2.45,-3.43
20240904183416,226.67,29.18834733,-81.045889,-3.58,-2.35,-3.23
20240904183416,229.8,29.188343,-81.04589483,-3.71,-2.22,-2.98
20240904183416,231.55,29.18833883,-81.04590067,-3.7,-2.11,-2.78
20240904183416,232.11,29.188335,-81.04590633,-3.65,-2.09,-2.67
20240904183417,234.31,29.18833133,-81.04591217,-3.65,-1.98,-2.45
20240904183417,238.7,29.18832817,-81.045918,-3.75,-1.8,-2.11
20240904183417,241.05,29.18832533,-81.04592383,-3.72,-1.67,-1.89
20240904183417,242.25,29.18832267,-81.0459295,-3.67,-1.57,-1.78
20240904183417,245.16,29.18832033,-81.04593517,-3.65,-1.41,-1.57
20240904183417,250.7,29.18831867,-81.04594067,-3.65,-1.18,-1.18
20240904183417,252.3,29.18831717,-81.04594617,-3.57,-1.09,-1.06
20240904183418,256.74,29.188316,-81.04595133,-3.51,-0.93,-0.77
20240904183418,258.49,29.18831517,-81.0459565,-3.37,-0.84,-0.64
20240904183418,263.84,29.18831483,-81.0459615,-3.27,-0.68,-0.32
20240904183418,267.89,29.1883145,-81.04596617,-3.17,-0.53,-0.12
20240904183418,270.25,29.18831467,-81.04597067,-2.98,-0.47,0.02
20240904183418,272.14,29.18831483,-81.04597483,-2.8,-0.41,0.11
20240904183418,275.46,29.18831517,-81.04597867,-2.59,-0.31,0.23
20240904183419,279.85,29.18831567,-81.045982,-2.36,-0.18,0.36
20240904183419,281.23,29.18831617,-81.04598517,-2.16,-0.15,0.38
20240904183419,283.2,29.18831667,-81.045988,-1.93,-0.09,0.4
20240904183419,286.74,29.18831733,-81.0459905,-1.72,-0.04,0.46
20240904183419,286.55,29.188318,-81.04599283,-1.49,-0.04,0.4
20240904183419,290.99,29.18831867,-81.04599467,-1.32,0.04,0.43
20240904183419,286.38,29.188319,-81.04599633,-1.13,-0.04,0.3
20240904183420,291.43,29.1883195,-81.04599767,-1.01,0.02,0.35
20240904183420,291.08,29.18832,-81.045999,-0.82,0.01,0.28
20240904183420,288.86,29.18832033,-81.04600017,-0.86,-0.01,0.26
20240904183420,295.68,29.18832083,-81.04600133,-0.81,0.07,0.33
20240904183420,293.15,29.18832133,-81.04600267,-0.9,0.04,0.33
20240904183420,294.26,29.18832183,-81.046004,-0.89,0.04,0.35
20240904183420,296.32,29.18832233,-81.04600533,-0.96,0.08,0.41
20240904183421,297.01,29.188323,-81.046007,-1.06,0.1,0.46
20240904183421,297.19,29.18832383,-81.04600867,-1.2,0.13,0.51
20240904183421,294.97,29.18832467,-81.04601067,-1.39,0.08,0.56
20240904183421,296.47,29.18832567,-81.04601283,-1.55,0.09,0.68
20240904183421,296.65,29.18832667,-81.0460155,-1.74,0.13,0.76
