Index,GPS time,CoG,Lat,Lon,VX,VY,VZ
30041,2330:344719.947,126.28,29.19283850,-81.05146200,16.25,-3.02,-10.03
30042,2330:344720.090,126.08,29.19282367,-81.05143900,16.34,-3.00,-10.01
30043,2330:344720.233,126.08,29.19280883,-81.05141583,16.41,-3.03,-10.03
30044,2330:344720.376,126.04,29.19279400,-81.05139267,16.49,-3.06,-10.06
30045,2330:344720.519,126.38,29.19277900,-81.05136950,16.49,-3.13,-10.18
30046,2330:344720.662,126.43,29.19276400,-81.05134617,16.53,-3.17,-10.21
30047,2330:344720.805,126.49,29.19274883,-81.05132283,16.57,-3.20,-10.25
30048,2330:344720.948,126.53,29.19273367,-81.05129933,16.59,-3.19,-10.28
30049,2330:344721.091,126.62,29.19271850,-81.05127600,16.62,-3.21,-10.33
30050,2330:344721.234,126.60,29.19270317,-81.05125250,16.66,-3.21,-10.35
30051,2330:344721.377,126.67,29.19268767,-81.05122900,16.74,-3.26,-10.42
30052,2330:344721.520,126.72,29.19267217,-81.05120550,16.71,-3.22,-10.45
30053,2330:344721.663,126.99,29.19265667,-81.05118200,16.71,-3.26,-10.55
30054,2330:344721.806,126.84,29.19264117,-81.05115833,16.79,-3.24,-10.55
30055,2330:344721.949,127.01,29.19262550,-81.05113483,16.77,-3.27,-10.60
30056,2330:344722.092,126.94,29.19260983,-81.05111117,16.82,-3.24,-10.62
30057,2330:344722.235,126.88,29.19259417,-81.05108733,16.85,-3.23,-10.63
30058,2330:344722.378,127.08,29.19257850,-81.05106367,16.82,-3.26,-10.68
30059,2330:344722.521,127.03,29.19256283,-81.05103983,16.92,-3.30,-10.71
30060,2330:344722.664,127.09,29.19254700,-81.05101600,16.89,-3.32,-10.70
30061,2330:344722.807,127.02,29.19253117,-81.05099217,16.95,-3.31,-10.72
30062,2330:344722.950,127.06,29.19251533,-81.05096833,16.96,-3.32,-10.73
30063,2330:344723.093,126.99,29.19249950,-81.05094450,16.97,-3.31,-10.72
30064,2330:344723.236,126.96,29.19248383,-81.05092050,17.02,-3.31,-10.74
30065,2330:344723.379,126.86,29.19246800,-81.05089650,17.08,-3.29,-10.75
30066,2330:344723.522,126.98,29.19245200,-81.05087250,17.03,-3.32,-10.75
30067,2330:344723.665,127.13,29.19243617,-81.05084850,17.04,-3.35,-10.82
30068,2330:344723.808,126.87,29.19242033,-81.05082433,17.10,-3.31,-10.76
30069,2330:344723.951,126.77,29.19240450,-81.05080033,17.11,-3.29,-10.72
30070,2330:344724.094,126.84,29.19238850,-81.05077617,17.17,-3.33,-10.78
30071,2330:344724.237,126.69,29.19237267,-81.05075200,17.21,-3.32,-10.74
30072,2330:344724.380,126.60,29.19235700,-81.05072767,17.21,-3.27,-10.73
30073,2330:344724.523,126.79,29.19234100,-81.05070350,17.18,-3.27,-10.80
30074,2330:344724.666,126.39,29.19232533,-81.05067917,17.25,-3.15,-10.74
30075,2330:344724.809,126.29,29.19230967,-81.05065483,17.26,-3.14,-10.70
30076,2330:344724.952,126.25,29.19229400,-81.05063033,17.29,-3.20,-10.66
30077,2330:344725.095,126.31,29.19227817,-81.05060583,17.39,-3.34,-10.66
30078,2330:344725.238,126.22,29.19226250,-81.05058150,17.37,-3.37,-10.58
30079,2330:344725.381,126.03,29.19224683,-81.05055700,17.38,-3.29,-10.55
30080,2330:344725.524,125.82,29.19223133,-81.05053250,17.40,-3.19,-10.52
30081,2330:344725.667,125.92,29.19221567,-81.05050783,17.46,-3.23,-10.60
30082,2330:344725.810,125.71,29.19220017,-81.05048317,17.47,-3.21,-10.52
30083,2330:344725.953,125.72,29.19218450,-81.05045850,17.46,-3.21,-10.51
30084,2330:344726.096,125.58,29.19216917,-81.05043383,17.48,-3.15,-10.49
30085,2330:344726.239,125.50,29.19215367,-81.05040917,17.53,-3.12,-10.51
30086,2330:344726.382,125.38,29.19213817,-81.05038433,17.54,-3.08,-10.48
30087,2330:344726.525,125.05,29.19212283,-81.05035950,17.62,-3.03,-10.41
30088,2330:344726.668,125.16,29.19210750,-81.05033467,17.61,-3.06,-10.43
30089,2330:344726.811,124.86,29.19209217,-81.05030967,17.65,-2.99,-10.36
30090,2330:344726.954,124.88,29.19207700,-81.05028467,17.64,-2.99,-10.36
30091,2330:344727.097,124.67,29.19206183,-81.05025967,17.69,-2.95,-10.32
30092,2330:344727.240,124.60,29.19204650,-81.05023450,17.74,-2.97,-10.30
30093,2330:344727.383,124.64,29.19203133,-81.05020950,17.73,-3.01,-10.28
30094,2330:344727.526,124.35,29.19201633,-81.05018433,17.77,-2.98,-10.19
30095,2330:344727.669,124.37,29.19200117,-81.05015917,17.78,-2.97,-10.21
30096,2330:344727.812,124.21,29.19198617,-81.05013400,17.83,-2.93,-10.19
30097,2330:344727.955,124.36,29.19197117,-81.05010883,17.80,-2.98,-10.22
30098,2330:344728.098,124.18,29.19195600,-81.05008350,17.85,-2.95,-10.18
30099,2330:344728.241,124.34,29.19194100,-81.05005833,17.81,-2.93,-10.25
30100,2330:344728.384,124.32,29.19192583,-81.05003317,17.81,-2.91,-10.25
30101,2330:344728.527,124.32,29.19191067,-81.05000800,17.81,-2.91,-10.26
30102,2330:344728.670,124.29,29.19189567,-81.04998267,17.85,-2.89,-10.28
30103,2330:344728.813,124.32,29.19188050,-81.04995750,17.84,-2.90,-10.27
30104,2330:344728.956,124.26,29.19186533,-81.04993217,17.80,-2.86,-10.25
30105,2330:344729.099,124.27,29.19185033,-81.04990700,17.87,-2.90,-10.28
30106,2330:344729.242,124.28,29.19183517,-81.04988167,17.88,-2.91,-10.27
30107,2330:344729.385,124.24,29.19182000,-81.04985633,17.90,-2.90,-10.27
30108,2330:344729.528,124.31,29.19180483,-81.04983100,17.89,-2.91,-10.30
30109,2330:344729.671,124.41,29.19178967,-81.04980567,17.85,-2.94,-10.30
30110,2330:344729.814,124.22,29.19177467,-81.04978050,17.87,-2.90,-10.25
30111,2330:344729.957,124.35,29.19175950,-81.04975517,17.86,-2.93,-10.28
30112,2330:344730.100,124.17,29.19174433,-81.04972983,17.95,-2.96,-10.23
30113,2330:344730.243,124.40,29.19172917,-81.04970450,17.92,-3.05,-10.27
30114,2330:344730.386,124.27,29.19171400,-81.04967917,17.91,-3.01,-10.23
30115,2330:344730.529,124.29,29.19169883,-81.04965383,17.90,-2.96,-10.26
30116,2330:344730.672,124.56,29.19168350,-81.04962867,17.86,-2.95,-10.39
30117,2330:344730.815,124.51,29.19166817,-81.04960333,17.88,-2.97,-10.35
30118,2330:344730.958,124.63,29.19165300,-81.04957800,17.85,-2.98,-10.39
30119,2330:344731.101,124.64,29.19163767,-81.04955283,17.85,-2.99,-10.39
30120,2330:344731.244,124.70,29.19162233,-81.04952750,17.87,-3.00,-10.42
30121,2330:344731.387,124.58,29.19160700,-81.04950233,17.84,-3.00,-10.33
30122,2330:344731.530,124.68,29.19159183,-81.04947700,17.85,-3.05,-10.37
30123,2330:344731.673,124.63,29.19157650,-81.04945183,17.90,-3.05,-10.37
30124,2330:344731.816,124.64,29.19156117,-81.04942650,17.86,-3.06,-10.34
30125,2330:344731.959,124.75,29.19154583,-81.04940133,17.86,-3.07,-10.39
30126,2330:344732.102,124.80,29.19153050,-81.04937617,17.85,-3.07,-10.41
30127,2330:344732.245,124.85,29.19151500,-81.04935083,17.82,-3.08,-10.41
30128,2330:344732.388,124.76,29.19149967,-81.04932567,17.87,-3.03,-10.42
30129,2330:344732.531,124.72,29.19148433,-81.04930033,17.85,-3.00,-10.42
30130,2330:344732.674,124.93,29.19146883,-81.04927517,17.86,-3.03,-10.50
30131,2330:344732.817,124.72,29.19145350,-81.04924983,17.86,-2.97,-10.44
30132,2330:344732.960,124.90,29.19143800,-81.04922467,17.87,-3.01,-10.52
30133,2330:344733.103,124.86,29.19142250,-81.04919933,17.85,-2.98,-10.50
30134,2330:344733.246,124.87,29.19140717,-81.04917417,17.86,-2.99,-10.50
30135,2330:344733.389,125.01,29.19139167,-81.04914900,17.82,-3.02,-10.53
30136,2330:344733.532,124.96,29.19137617,-81.04912383,17.82,-3.03,-10.50
30137,2330:344733.675,124.85,29.19136067,-81.04909833,17.87,-3.04,-10.48
30138,2330:344733.818,124.99,29.19134533,-81.04907317,17.83,-3.08,-10.49
30139,2330:344733.961,125.06,29.19132983,-81.04904817,17.78,-3.14,-10.46
30140,2330:344734.104,125.24,29.19131417,-81.04902283,17.85,-3.21,-10.54
30141,2330:344734.247,124.62,29.19129883,-81.04899733,18.01,-3.10,-10.41
30142,2330:344734.390,124.72,29.19128333,-81.04897200,17.99,-3.11,-10.45
30143,2330:344734.533,125.33,29.19126767,-81.04894683,17.89,-3.26,-10.59
30144,2330:344734.676,124.99,29.19125217,-81.04892183,17.73,-3.11,-10.40
30145,2330:344734.819,124.86,29.19123667,-81.04889633,18.01,-3.13,-10.52
30146,2330:344734.962,125.00,29.19122117,-81.04887117,17.83,-3.12,-10.46
30147,2330:344735.105,125.16,29.19120567,-81.04884600,17.84,-3.15,-10.53
30148,2330:344735.248,125.08,29.19119000,-81.04882067,17.92,-3.18,-10.53
30149,2330:344735.391,124.97,29.19117467,-81.04879567,17.79,-3.09,-10.44
30150,2330:344735.534,125.12,29.19115900,-81.04877033,17.87,-3.17,-10.52
30151,2330:344735.677,125.02,29.19114350,-81.04874517,17.86,-3.11,-10.50
30152,2330:344735.820,125.19,29.19112800,-81.04872000,17.80,-3.14,-10.53
30153,2330:344735.963,124.99,29.19111250,-81.04869483,17.85,-3.13,-10.47
30154,2330:344736.106,124.98,29.19109700,-81.04866950,17.90,-3.15,-10.48
30155,2330:344736.249,124.95,29.19108150,-81.04864433,17.85,-3.13,-10.45
30156,2330:344736.392,125.05,29.19106600,-81.04861917,17.83,-3.16,-10.47
30157,2330:344736.535,124.88,29.19105050,-81.04859383,17.89,-3.15,-10.42
30158,2330:344736.678,124.98,29.19103517,-81.04856867,17.81,-3.16,-10.41
30159,2330:344736.821,124.82,29.19101967,-81.04854350,17.84,-3.12,-10.38
30160,2330:344736.964,124.94,29.19100483,-81.04851867,17.78,-3.11,-10.40
30161,2330:344737.107,124.85,29.19098933,-81.04849350,17.76,-3.09,-10.37
30162,2330:344737.250,124.98,29.19097417,-81.04846850,17.68,-3.10,-10.36
30163,2330:344737.393,125.02,29.19095883,-81.04844367,17.63,-3.10,-10.35
30164,2330:344737.536,124.99,29.19094350,-81.04841883,17.63,-3.10,-10.33
30165,2330:344737.679,125.01,29.19092833,-81.04839400,17.58,-3.12,-10.29
30166,2330:344737.822,125.00,29.19091300,-81.04836917,17.53,-3.09,-10.27
30167,2330:344737.965,125.21,29.19089783,-81.04834450,17.45,-3.13,-10.29
30168,2330:344738.108,125.02,29.19088267,-81.04832000,17.41,-3.06,-10.22
30169,2330:344738.251,125.25,29.19086750,-81.04829533,17.36,-3.11,-10.27
30170,2330:344738.394,125.15,29.19085233,-81.04827100,17.35,-3.14,-10.19
30171,2330:344738.537,125.19,29.19083717,-81.04824650,17.28,-3.14,-10.16
30172,2330:344738.680,125.11,29.19082217,-81.04822217,17.26,-3.10,-10.13
30173,2330:344738.823,125.22,29.19080717,-81.04819800,17.17,-3.09,-10.13
30174,2330:344738.966,125.21,29.19079217,-81.04817367,17.15,-3.09,-10.11
30175,2330:344739.109,125.40,29.19077717,-81.04814967,17.10,-3.14,-10.13
30176,2330:344739.252,125.31,29.19076233,-81.04812567,17.01,-3.10,-10.05
30177,2330:344739.395,125.21,29.19074733,-81.04810167,17.01,-3.08,-10.02
30178,2330:344739.538,125.40,29.19073250,-81.04807783,16.94,-3.13,-10.02
30179,2330:344739.681,125.43,29.19071767,-81.04805400,16.90,-3.14,-10.00
30180,2330:344739.824,125.64,29.19070283,-81.04803033,16.78,-3.16,-10.01
30181,2330:344739.967,125.53,29.19068800,-81.04800667,16.76,-3.10,-9.99
30182,2330:344740.110,125.63,29.19067317,-81.04798317,16.67,-3.08,-9.98
30183,2330:344740.253,125.73,29.19065850,-81.04795983,16.59,-3.07,-9.97
30184,2330:344740.396,125.78,29.19064367,-81.04793650,16.57,-3.08,-9.98
30185,2330:344740.539,125.89,29.19062883,-81.04791317,16.49,-3.10,-9.96
30186,2330:344740.682,125.80,29.19061417,-81.04789000,16.48,-3.07,-9.93
30187,2330:344740.825,125.94,29.19059950,-81.04786683,16.40,-3.08,-9.93
30188,2330:344740.968,125.92,29.19058483,-81.04784383,16.34,-3.06,-9.89
30189,2330:344741.111,126.06,29.19057017,-81.04782083,16.26,-3.06,-9.90
30190,2330:344741.254,126.05,29.19055550,-81.04779800,16.25,-3.06,-9.88
30191,2330:344741.397,126.08,29.19054100,-81.04777517,16.20,-3.09,-9.85
30192,2330:344741.540,126.12,29.19052650,-81.04775250,16.11,-3.07,-9.81
30193,2330:344741.683,126.21,29.19051183,-81.04772983,16.07,-3.09,-9.81
30194,2330:344741.826,126.23,29.19049750,-81.04770733,15.99,-3.11,-9.75
30195,2330:344741.969,126.08,29.19048300,-81.04768483,15.99,-3.11,-9.67
30196,2330:344742.112,126.22,29.19046867,-81.04766233,15.96,-3.18,-9.67
30197,2330:344742.255,126.30,29.19045417,-81.04764000,15.94,-3.21,-9.67
30198,2330:344742.398,126.28,29.19043983,-81.04761750,15.91,-3.20,-9.65
30199,2330:344742.541,126.08,29.19042533,-81.04759517,15.97,-3.14,-9.63
30200,2330:344742.684,126.35,29.19041100,-81.04757267,15.93,-3.17,-9.71
30201,2330:344742.827,126.30,29.19039650,-81.04755017,15.98,-3.16,-9.74
30202,2330:344742.970,126.15,29.19038183,-81.04752767,16.04,-3.10,-9.75
30203,2330:344743.113,126.45,29.19036733,-81.04750517,16.03,-3.17,-9.83
30204,2330:344743.256,126.18,29.19035267,-81.04748250,16.10,-3.09,-9.82
30205,2330:344743.399,126.53,29.19033800,-81.04745983,16.07,-3.17,-9.90
30206,2330:344743.542,126.32,29.19032333,-81.04743700,16.18,-3.13,-9.91
30207,2330:344743.685,126.35,29.19030867,-81.04741417,16.19,-3.15,-9.92
30208,2330:344743.828,126.36,29.19029383,-81.04739133,16.27,-3.17,-9.97
30209,2330:344743.971,126.05,29.19027917,-81.04736833,16.34,-3.11,-9.92
30210,2330:344744.114,126.16,29.19026433,-81.04734517,16.41,-3.20,-9.96
30211,2330:344744.257,125.80,29.19024950,-81.04732200,16.50,-3.10,-9.92
30212,2330:344744.400,126.02,29.19023467,-81.04729867,16.51,-3.18,-9.98
30213,2330:344744.543,125.84,29.19021983,-81.04727533,16.60,-3.13,-10.00
30214,2330:344744.686,125.80,29.19020500,-81.04725183,16.64,-3.13,-10.00
30215,2330:344744.829,125.85,29.19019017,-81.04722833,16.70,-3.16,-10.06
30216,2330:344744.972,125.69,29.19017517,-81.04720467,16.75,-3.11,-10.04
30217,2330:344745.115,125.69,29.19016033,-81.04718100,16.82,-3.13,-10.08
30218,2330:344745.258,125.57,29.19014533,-81.04715733,16.85,-3.12,-10.05
30219,2330:344745.401,125.68,29.19013033,-81.04713350,16.91,-3.18,-10.11
30220,2330:344745.544,125.55,29.19011533,-81.04710950,16.99,-3.22,-10.07
30221,2330:344745.687,125.44,29.19010033,-81.04708550,17.06,-3.22,-10.07
30222,2330:344745.830,125.41,29.19008533,-81.04706133,17.10,-3.22,-10.09
30223,2330:344745.973,125.37,29.19007017,-81.04703717,17.16,-3.21,-10.11
30224,2330:344746.116,125.22,29.19005517,-81.04701283,17.22,-3.17,-10.11
30225,2330:344746.259,125.08,29.19004017,-81.04698850,17.25,-3.13,-10.09
30226,2330:344746.402,125.03,29.19002517,-81.04696417,17.32,-3.14,-10.10
30227,2330:344746.545,125.08,29.19001000,-81.04693967,17.32,-3.16,-10.12
30228,2330:344746.688,125.01,29.18999500,-81.04691517,17.35,-3.13,-10.12
30229,2330:344746.831,125.00,29.18998000,-81.04689067,17.40,-3.14,-10.15
30230,2330:344746.974,125.13,29.18996483,-81.04686617,17.40,-3.16,-10.20
30231,2330:344747.117,124.93,29.18994967,-81.04684150,17.48,-3.09,-10.20
30232,2330:344747.260,125.00,29.18993450,-81.04681683,17.46,-3.05,-10.25
30233,2330:344747.403,124.83,29.18991933,-81.04679200,17.49,-2.94,-10.26
30234,2330:344747.546,125.00,29.18990417,-81.04676733,17.48,-2.96,-10.33
30235,2330:344747.689,124.96,29.18988883,-81.04674250,17.57,-2.97,-10.37
30236,2330:344747.832,124.92,29.18987367,-81.04671767,17.54,-2.98,-10.32
30237,2330:344747.975,124.95,29.18985850,-81.04669283,17.61,-3.00,-10.36
30238,2330:344748.118,124.80,29.18984333,-81.04666800,17.62,-2.95,-10.33
30239,2330:344748.261,124.91,29.18982800,-81.04664300,17.61,-2.98,-10.37
30240,2330:344748.404,124.99,29.18981267,-81.04661817,17.62,-3.02,-10.39
30241,2330:344748.547,125.00,29.18979750,-81.04659317,17.64,-3.07,-10.37
30242,2330:344748.690,124.87,29.18978217,-81.04656817,17.68,-3.03,-10.35
30243,2330:344748.833,124.89,29.18976683,-81.04654317,17.69,-3.06,-10.35
30244,2330:344748.976,124.87,29.18975150,-81.04651817,17.68,-3.08,-10.33
30245,2330:344749.119,125.02,29.18973633,-81.04649333,17.63,-3.07,-10.37
30246,2330:344749.262,124.93,29.18972100,-81.04646833,17.65,-3.07,-10.33
30247,2330:344749.405,125.07,29.18970567,-81.04644350,17.64,-3.11,-10.37
30248,2330:344749.548,124.94,29.18969050,-81.04641850,17.67,-3.10,-10.33
30249,2330:344749.691,124.85,29.18967517,-81.04639350,17.71,-3.10,-10.32
30250,2330:344749.834,124.99,29.18965983,-81.04636850,17.67,-3.12,-10.35
30251,2330:344749.977,124.94,29.18964450,-81.04634350,17.70,-3.09,-10.36
30252,2330:344750.120,124.98,29.18962917,-81.04631850,17.70,-3.11,-10.37
30253,2330:344750.263,124.82,29.18961383,-81.04629333,17.75,-3.07,-10.35
30254,2330:344750.406,124.97,29.18959850,-81.04626833,17.71,-3.09,-10.38
30255,2330:344750.549,124.92,29.18958317,-81.04624333,17.69,-3.07,-10.36
30256,2330:344750.692,124.78,29.18956783,-81.04621833,17.70,-3.02,-10.33
30257,2330:344750.835,125.03,29.18955250,-81.04619333,17.66,-3.07,-10.39
30258,2330:344750.978,124.80,29.18953733,-81.04616850,17.65,-3.01,-10.32
30259,2330:344751.121,124.96,29.18952200,-81.04614350,17.64,-3.03,-10.37
30260,2330:344751.264,124.81,29.18950683,-81.04611850,17.65,-3.01,-10.32
30261,2330:344751.407,124.87,29.18949167,-81.04609367,17.61,-3.01,-10.32
30262,2330:344751.550,124.65,29.18947650,-81.04606867,17.65,-2.99,-10.25
30263,2330:344751.693,124.86,29.18946117,-81.04604383,17.62,-3.04,-10.30
30264,2330:344751.836,124.48,29.18944600,-81.04601883,17.65,-2.97,-10.18
30265,2330:344751.979,124.94,29.18943083,-81.04599400,17.59,-3.02,-10.34
30266,2330:344752.122,124.66,29.18941567,-81.04596900,17.67,-2.97,-10.28
30267,2330:344752.265,124.76,29.18940050,-81.04594417,17.63,-2.95,-10.32
30268,2330:344752.408,124.73,29.18938533,-81.04591917,17.65,-2.98,-10.30
30269,2330:344752.551,124.61,29.18937000,-81.04589417,17.67,-2.97,-10.25
30270,2330:344752.694,124.80,29.18935483,-81.04586933,17.66,-3.00,-10.32
30271,2330:344752.837,124.80,29.18933967,-81.04584433,17.62,-3.00,-10.30
30272,2330:344752.980,124.91,29.18932450,-81.04581950,17.59,-3.02,-10.32
30273,2330:344753.123,124.68,29.18930933,-81.04579450,17.64,-2.95,-10.29
30274,2330:344753.266,124.75,29.18929417,-81.04576967,17.57,-2.95,-10.27
30275,2330:344753.409,124.90,29.18927917,-81.04574500,17.51,-2.94,-10.31
30276,2330:344753.552,124.85,29.18926400,-81.04572017,17.48,-2.90,-10.29
30277,2330:344753.695,124.70,29.18924900,-81.04569550,17.47,-2.87,-10.23
30278,2330:344753.838,124.87,29.18923383,-81.04567083,17.44,-2.91,-10.27
30279,2330:344753.981,124.67,29.18921900,-81.04564617,17.39,-2.85,-10.18
30280,2330:344754.124,124.86,29.18920400,-81.04562167,17.37,-2.91,-10.21
30281,2330:344754.267,124.89,29.18918900,-81.04559717,17.32,-2.92,-10.19
30282,2330:344754.410,124.75,29.18917417,-81.04557267,17.27,-2.87,-10.11
30283,2330:344754.553,124.96,29.18915917,-81.04554833,17.25,-2.92,-10.17
30284,2330:344754.696,124.87,29.18914433,-81.04552400,17.20,-2.91,-10.09
30285,2330:344754.839,124.81,29.18912950,-81.04549967,17.21,-2.90,-10.08
30286,2330:344754.982,125.26,29.18911450,-81.04547567,17.03,-2.95,-10.14
30287,2330:344755.125,124.94,29.18909967,-81.04545150,17.03,-2.88,-10.03
30288,2330:344755.268,125.11,29.18908500,-81.04542767,16.95,-2.90,-10.04
30289,2330:344755.411,125.22,29.18907033,-81.04540383,16.80,-2.88,-10.01
30290,2330:344755.554,125.27,29.18905567,-81.04538033,16.69,-2.87,-9.96
30291,2330:344755.697,125.51,29.18904100,-81.04535700,16.55,-2.92,-9.94
30292,2330:344755.840,125.60,29.18902650,-81.04533383,16.38,-2.93,-9.86
30293,2330:344755.983,126.07,29.18901183,-81.04531100,16.21,-2.99,-9.91
30294,2330:344756.126,126.11,29.18899750,-81.04528833,16.01,-2.95,-9.81
30295,2330:344756.269,126.55,29.18898300,-81.04526617,15.79,-2.98,-9.84
30296,2330:344756.412,126.98,29.18896850,-81.04524433,15.52,-3.01,-9.81
30297,2330:344756.555,127.17,29.18895417,-81.04522283,15.30,-3.00,-9.73
30298,2330:344756.698,127.30,29.18894000,-81.04520167,15.07,-2.94,-9.66
30299,2330:344756.841,127.87,29.18892583,-81.04518083,14.82,-3.01,-9.67
30300,2330:344756.984,127.97,29.18891183,-81.04516017,14.58,-2.98,-9.55
30301,2330:344757.127,128.32,29.18889783,-81.04514017,14.35,-2.99,-9.51
30302,2330:344757.270,128.37,29.18888400,-81.04512033,14.10,-2.96,-9.36
30303,2330:344757.413,128.65,29.18887033,-81.04510083,13.92,-2.97,-9.32
30304,2330:344757.556,128.93,29.18885667,-81.04508167,13.64,-2.97,-9.22
30305,2330:344757.699,128.84,29.18884350,-81.04506283,13.43,-2.90,-9.06
30306,2330:344757.842,128.52,29.18883033,-81.04504417,13.29,-2.79,-8.88
30307,2330:344757.985,129.30,29.18881733,-81.04502600,12.94,-2.85,-8.88
30308,2330:344758.128,129.37,29.18880450,-81.04500817,12.78,-2.86,-8.76
30309,2330:344758.271,129.17,29.18879183,-81.04499067,12.51,-2.77,-8.51
30310,2330:344758.414,129.26,29.18877950,-81.04497333,12.29,-2.71,-8.40
30311,2330:344758.557,129.14,29.18876750,-81.04495650,12.02,-2.64,-8.19
30312,2330:344758.700,129.19,29.18875567,-81.04494000,11.81,-2.59,-8.06
30313,2330:344758.843,128.81,29.18874417,-81.04492383,11.56,-2.46,-7.81
30314,2330:344758.986,128.98,29.18873300,-81.04490783,11.32,-2.42,-7.70
30315,2330:344759.129,128.77,29.18872200,-81.04489233,11.05,-2.33,-7.46
30316,2330:344759.272,128.66,29.18871133,-81.04487717,10.83,-2.27,-7.28
30317,2330:344759.415,128.80,29.18870083,-81.04486233,10.56,-2.23,-7.14
30318,2330:344759.558,128.59,29.18869067,-81.04484783,10.33,-2.16,-6.93
30319,2330:344759.701,128.48,29.18868083,-81.04483367,10.09,-2.10,-6.74
30320,2330:344759.844,128.04,29.18867133,-81.04481983,9.87,-2.02,-6.49
30321,2330:344759.987,128.18,29.18866200,-81.04480633,9.60,-1.99,-6.33
30322,2330:344760.130,128.14,29.18865283,-81.04479317,9.38,-1.91,-6.20
30323,2330:344760.273,127.80,29.18864400,-81.04478033,9.16,-1.82,-5.99
30324,2330:344760.416,127.99,29.18863550,-81.04476800,8.89,-1.76,-5.86
30325,2330:344760.559,127.68,29.18862717,-81.04475567,8.75,-1.71,-5.71
30326,2330:344760.702,128.16,29.18861900,-81.04474367,8.50,-1.73,-5.62
30327,2330:344760.845,128.44,29.18861083,-81.04473200,8.27,-1.73,-5.51
30328,2330:344760.988,128.15,29.18860300,-81.04472067,8.02,-1.64,-5.30
30329,2330:344761.131,128.54,29.18859550,-81.04470983,7.79,-1.61,-5.22
30330,2330:344761.274,128.55,29.18858800,-81.04469933,7.55,-1.56,-5.06
30331,2330:344761.417,129.12,29.18858083,-81.04468900,7.24,-1.56,-4.95
30332,2330:344761.560,128.79,29.18857400,-81.04467933,7.01,-1.49,-4.73
30333,2330:344761.703,128.68,29.18856733,-81.04466983,6.68,-1.42,-4.48
30334,2330:344761.846,129.84,29.18856100,-81.04466117,6.26,-1.42,-4.37
30335,2330:344761.989,129.00,29.18855500,-81.04465283,5.90,-1.28,-4.00
30336,2330:344762.132,130.30,29.18854950,-81.04464533,5.39,-1.26,-3.82
30337,2330:344762.275,129.66,29.18854417,-81.04463833,5.09,-1.13,-3.55
30338,2330:344762.418,129.93,29.18853917,-81.04463150,4.89,-1.08,-3.45
30339,2330:344762.561,130.52,29.18853417,-81.04462483,4.73,-1.03,-3.43
30340,2330:344762.704,129.91,29.18852917,-81.04461833,4.73,-1.02,-3.34
30341,2330:344762.847,131.23,29.18852433,-81.04461200,4.52,-1.07,-3.33
30342,2330:344762.990,131.98,29.18851950,-81.04460583,4.37,-1.07,-3.30
30343,2330:344763.133,132.44,29.18851467,-81.04459983,4.28,-1.07,-3.29
30344,2330:344763.276,133.88,29.18850983,-81.04459417,4.15,-1.11,-3.35
30345,2330:344763.419,135.79,29.18850483,-81.04458850,4.05,-1.20,-3.48
30346,2330:344763.562,138.09,29.18849950,-81.04458317,3.93,-1.34,-3.61
30347,2330:344763.705,140.06,29.18849417,-81.04457800,3.77,-1.42,-3.68
30348,2330:344763.848,142.75,29.18848850,-81.04457333,3.56,-1.49,-3.82
30349,2330:344763.991,146.07,29.18848267,-81.04456883,3.30,-1.57,-3.98
30350,2330:344764.134,149.64,29.18847667,-81.04456483,3.04,-1.72,-4.14
30351,2330:344764.277,152.75,29.18847050,-81.04456117,2.80,-1.85,-4.25
30352,2330:344764.420,157.14,29.18846400,-81.04455817,2.43,-2.00,-4.35
30353,2330:344764.563,161.85,29.18845733,-81.04455567,2.07,-2.22,-4.54
30354,2330:344764.706,164.77,29.18845050,-81.04455350,1.82,-2.31,-4.62
30355,2330:344764.849,168.95,29.18844367,-81.04455200,1.43,-2.39,-4.65
30356,2330:344764.992,172.92,29.18843650,-81.04455100,1.10,-2.54,-4.84
30357,2330:344765.135,176.88,29.18842900,-81.04455067,0.75,-2.76,-5.01
30358,2330:344765.278,181.28,29.18842167,-81.04455083,0.32,-2.83,-5.02
30359,2330:344765.421,185.44,29.18841400,-81.04455167,-0.10,-3.03,-5.18
30360,2330:344765.564,189.87,29.18840617,-81.04455317,-0.57,-3.08,-5.22
30361,2330:344765.707,192.79,29.18839817,-81.04455533,-0.90,-3.21,-5.32
30362,2330:344765.850,198.71,29.18839033,-81.04455817,-1.56,-3.26,-5.27
30363,2330:344765.993,200.35,29.18838233,-81.04456167,-1.81,-3.36,-5.44
30364,2330:344766.136,206.29,29.18837450,-81.04456617,-2.53,-3.40,-5.36
30365,2330:344766.279,208.44,29.18836650,-81.04457117,-2.85,-3.50,-5.43
30366,2330:344766.422,212.62,29.18835850,-81.04457683,-3.41,-3.56,-5.36
30367,2330:344766.565,215.00,29.18835067,-81.04458317,-3.78,-3.64,-5.35
30368,2330:344766.708,218.14,29.18834283,-81.04459017,-4.26,-3.64,-5.33
30369,2330:344766.851,218.96,29.18833483,-81.04459767,-4.48,-3.75,-5.42
30370,2330:344766.994,220.11,29.18832667,-81.04460533,-4.75,-3.80,-5.50
30371,2330:344767.137,221.09,29.18831850,-81.04461350,-4.98,-3.86,-5.56
30372,2330:344767.280,221.81,29.18831017,-81.04462200,-5.22,-3.92,-5.68
