Index,GPS time,CoG,Lat,Lon,VX,VY,VZ
4359,2330:341047.421,336.04,29.21246383,-81.06146683,-4.67,3.76,7.90
4360,2330:341047.564,336.30,29.21247517,-81.06147250,-4.49,3.65,7.69
4361,2330:341047.707,336.46,29.21248617,-81.06147800,-4.34,3.55,7.48
4362,2330:341047.850,336.39,29.21249683,-81.06148333,-4.21,3.43,7.24
4363,2330:341047.993,336.30,29.21250733,-81.06148850,-4.11,3.33,7.05
4364,2330:341048.136,335.97,29.21251733,-81.06149367,-4.03,3.19,6.85
4365,2330:341048.279,336.59,29.21252717,-81.06149850,-3.80,3.09,6.62
4366,2330:341048.422,336.36,29.21253650,-81.06150317,-3.69,2.96,6.38
4367,2330:341048.565,336.56,29.21254550,-81.06150767,-3.54,2.88,6.15
4368,2330:341048.708,336.03,29.21255417,-81.06151217,-3.46,2.76,5.87
4369,2330:341048.851,336.54,29.21256250,-81.06151617,-3.24,2.66,5.62
4370,2330:341048.994,336.41,29.21257033,-81.06152017,-3.11,2.54,5.36
4371,2330:341049.137,336.18,29.21257800,-81.06152400,-3.00,2.42,5.12
4372,2330:341049.280,336.65,29.21258517,-81.06152750,-2.78,2.29,4.84
4373,2330:341049.423,336.24,29.21259200,-81.06153083,-2.69,2.19,4.59
4374,2330:341049.566,336.71,29.21259833,-81.06153400,-2.48,2.05,4.33
4375,2330:341049.709,336.34,29.21260433,-81.06153700,-2.37,1.93,4.07
4376,2330:341049.852,336.43,29.21261000,-81.06153983,-2.22,1.80,3.83
4377,2330:341049.995,336.78,29.21261517,-81.06154233,-2.04,1.69,3.58
4378,2330:341050.138,336.60,29.21262017,-81.06154483,-1.91,1.56,3.33
4379,2330:341050.281,336.81,29.21262467,-81.06154700,-1.73,1.44,3.03
4380,2330:341050.424,336.57,29.21262867,-81.06154900,-1.61,1.33,2.79
4381,2330:341050.567,336.49,29.21263250,-81.06155083,-1.46,1.19,2.53
4382,2330:341050.710,336.62,29.21263583,-81.06155250,-1.30,1.06,2.27
4383,2330:341050.853,336.82,29.21263883,-81.06155400,-1.17,0.97,2.04
4384,2330:341050.996,337.07,29.21264150,-81.06155533,-1.03,0.86,1.82
4385,2330:341051.139,336.28,29.21264400,-81.06155650,-0.99,0.81,1.69
4386,2330:341051.282,337.09,29.21264633,-81.06155767,-0.87,0.75,1.54
4387,2330:341051.425,336.66,29.21264833,-81.06155867,-0.81,0.68,1.40
4388,2330:341051.568,336.72,29.21265017,-81.06155967,-0.73,0.61,1.26
4389,2330:341051.711,336.86,29.21265183,-81.06156050,-0.65,0.54,1.13
4390,2330:341051.854,337.18,29.21265350,-81.06156117,-0.59,0.50,1.05
4391,2330:341051.997,337.83,29.21265483,-81.06156183,-0.50,0.45,0.91
4392,2330:341052.140,335.47,29.21265600,-81.06156250,-0.50,0.38,0.83
4393,2330:341052.283,337.69,29.21265700,-81.06156300,-0.40,0.36,0.73
4394,2330:341052.426,336.06,29.21265817,-81.06156350,-0.42,0.35,0.70
4395,2330:341052.569,338.20,29.21265917,-81.06156400,-0.37,0.33,0.67
4396,2330:341052.712,334.87,29.21266000,-81.06156450,-0.39,0.30,0.62
4397,2330:341052.855,338.00,29.21266100,-81.06156483,-0.34,0.30,0.61
4398,2330:341052.998,336.89,29.21266183,-81.06156533,-0.33,0.27,0.58
4399,2330:341053.141,337.66,29.21266267,-81.06156567,-0.30,0.27,0.55
4400,2330:341053.284,336.66,29.21266333,-81.06156600,-0.29,0.22,0.52
4401,2330:341053.427,336.79,29.21266400,-81.06156633,-0.28,0.23,0.48
4402,2330:341053.570,337.52,29.21266467,-81.06156667,-0.24,0.21,0.45
4403,2330:341053.713,336.45,29.21266533,-81.06156700,-0.24,0.20,0.41
4404,2330:341053.856,337.15,29.21266583,-81.06156733,-0.22,0.19,0.40
4405,2330:341053.999,337.06,29.21266650,-81.06156750,-0.21,0.18,0.37
4406,2330:341054.142,337.45,29.21266700,-81.06156783,-0.22,0.19,0.40
4407,2330:341054.285,338.08,29.21266767,-81.06156817,-0.22,0.19,0.41
4408,2330:341054.428,335.14,29.21266833,-81.06156850,-0.28,0.22,0.45
4409,2330:341054.571,337.38,29.21266900,-81.06156883,-0.28,0.26,0.49
4410,2330:341054.714,339.07,29.21266983,-81.06156917,-0.28,0.27,0.55
4411,2330:341054.857,335.71,29.21267083,-81.06156967,-0.37,0.30,0.62
4412,2330:341055.000,338.85,29.21267183,-81.06157017,-0.39,0.36,0.73
4413,2330:341055.143,335.76,29.21267317,-81.06157083,-0.52,0.42,0.86
4414,2330:341055.286,337.69,29.21267467,-81.06157150,-0.56,0.48,1.03
4415,2330:341055.429,337.26,29.21267633,-81.06157233,-0.63,0.52,1.14
4416,2330:341055.572,337.02,29.21267817,-81.06157333,-0.70,0.58,1.24
4417,2330:341055.715,337.31,29.21268000,-81.06157417,-0.73,0.62,1.30
4418,2330:341055.858,336.35,29.21268200,-81.06157517,-0.80,0.64,1.37
4419,2330:341056.001,337.41,29.21268417,-81.06157617,-0.79,0.66,1.42
4420,2330:341056.144,336.71,29.21268633,-81.06157717,-0.82,0.68,1.44
4421,2330:341056.287,337.42,29.21268833,-81.06157817,-0.82,0.69,1.47
4422,2330:341056.430,336.88,29.21269067,-81.06157933,-0.83,0.67,1.48
4423,2330:341056.573,336.95,29.21269283,-81.06158033,-0.84,0.69,1.48
4424,2330:341056.716,337.14,29.21269500,-81.06158150,-0.85,0.71,1.52
4425,2330:341056.859,337.07,29.21269717,-81.06158250,-0.85,0.72,1.50
4426,2330:341057.002,337.25,29.21269950,-81.06158367,-0.86,0.73,1.54
4427,2330:341057.145,337.13,29.21270167,-81.06158467,-0.86,0.73,1.53
4428,2330:341057.288,336.90,29.21270400,-81.06158583,-0.88,0.73,1.55
4429,2330:341057.431,337.27,29.21270633,-81.06158700,-0.87,0.75,1.56
4430,2330:341057.574,336.69,29.21270867,-81.06158817,-0.91,0.75,1.58
4431,2330:341057.717,337.42,29.21271100,-81.06158917,-0.88,0.74,1.57
4432,2330:341057.860,337.02,29.21271333,-81.06159033,-0.90,0.76,1.60
4433,2330:341058.003,336.73,29.21271567,-81.06159150,-0.92,0.76,1.60
4434,2330:341058.146,337.35,29.21271800,-81.06159267,-0.90,0.76,1.61
4435,2330:341058.289,337.47,29.21272050,-81.06159383,-0.91,0.77,1.64
4436,2330:341058.432,337.19,29.21272283,-81.06159483,-0.90,0.75,1.62
4437,2330:341058.575,337.18,29.21272517,-81.06159600,-0.91,0.76,1.62
4438,2330:341058.718,337.00,29.21272767,-81.06159717,-0.92,0.77,1.64
4439,2330:341058.861,337.58,29.21273000,-81.06159833,-0.90,0.78,1.63
4440,2330:341059.004,336.99,29.21273250,-81.06159950,-0.93,0.77,1.63
4441,2330:341059.147,337.38,29.21273483,-81.06160067,-0.91,0.77,1.63
4442,2330:341059.290,336.92,29.21273717,-81.06160183,-0.93,0.77,1.63
4443,2330:341059.433,337.70,29.21273967,-81.06160300,-0.90,0.78,1.63
4444,2330:341059.576,336.80,29.21274200,-81.06160417,-0.94,0.79,1.63
4445,2330:341059.719,337.32,29.21274450,-81.06160533,-0.91,0.76,1.63
4446,2330:341059.862,336.98,29.21274683,-81.06160650,-0.92,0.74,1.65
4447,2330:341060.005,337.73,29.21274933,-81.06160767,-0.89,0.76,1.63
4448,2330:341060.148,337.23,29.21275167,-81.06160867,-0.91,0.78,1.62
4449,2330:341060.291,337.05,29.21275417,-81.06161000,-0.93,0.79,1.63
4450,2330:341060.434,337.09,29.21275650,-81.06161117,-0.92,0.78,1.62
4451,2330:341060.577,337.25,29.21275883,-81.06161217,-0.92,0.78,1.63
4452,2330:341060.720,337.65,29.21276133,-81.06161333,-0.90,0.77,1.65
4453,2330:341060.863,337.08,29.21276367,-81.06161450,-0.91,0.76,1.63
4454,2330:341061.006,337.41,29.21276617,-81.06161567,-0.91,0.78,1.62
4455,2330:341061.149,337.36,29.21276850,-81.06161683,-0.91,0.78,1.63
4456,2330:341061.292,336.90,29.21277100,-81.06161800,-0.94,0.77,1.65
4457,2330:341061.435,337.56,29.21277350,-81.06161917,-0.96,0.83,1.72
4458,2330:341061.578,336.82,29.21277617,-81.06162050,-1.02,0.85,1.79
4459,2330:341061.721,337.80,29.21277900,-81.06162183,-1.04,0.90,1.90
4460,2330:341061.864,337.16,29.21278183,-81.06162317,-1.12,0.96,1.98
4461,2330:341062.007,337.61,29.21278500,-81.06162467,-1.16,1.00,2.11
4462,2330:341062.150,337.02,29.21278833,-81.06162617,-1.24,1.05,2.19
4463,2330:341062.293,337.84,29.21279167,-81.06162783,-1.27,1.11,2.34
4464,2330:341062.436,336.90,29.21279533,-81.06162967,-1.39,1.16,2.43
4465,2330:341062.579,338.08,29.21279917,-81.06163133,-1.40,1.24,2.58
4466,2330:341062.722,337.01,29.21280317,-81.06163333,-1.55,1.31,2.71
4467,2330:341062.865,337.65,29.21280733,-81.06163533,-1.59,1.38,2.88
4468,2330:341063.008,337.58,29.21281183,-81.06163733,-1.68,1.45,3.03
4469,2330:341063.151,337.53,29.21281667,-81.06163967,-1.78,1.54,3.21
4470,2330:341063.294,337.63,29.21282167,-81.06164200,-1.89,1.63,3.42
4471,2330:341063.437,337.28,29.21282700,-81.06164450,-2.00,1.70,3.58
4472,2330:341063.580,337.73,29.21283250,-81.06164717,-2.09,1.81,3.79
4473,2330:341063.723,337.68,29.21283833,-81.06164983,-2.17,1.87,3.94
4474,2330:341063.866,337.53,29.21284450,-81.06165267,-2.26,1.93,4.09
4475,2330:341064.009,337.56,29.21285067,-81.06165567,-2.33,2.00,4.21
4476,2330:341064.152,337.95,29.21285700,-81.06165850,-2.36,2.07,4.35
4477,2330:341064.295,337.53,29.21286367,-81.06166183,-2.50,2.16,4.51
4478,2330:341064.438,337.79,29.21287067,-81.06166500,-2.57,2.24,4.69
4479,2330:341064.581,337.51,29.21287783,-81.06166833,-2.68,2.30,4.84
4480,2330:341064.724,338.03,29.21288517,-81.06167167,-2.72,2.39,5.03
4481,2330:341064.867,337.73,29.21289283,-81.06167533,-2.83,2.45,5.17
4482,2330:341065.010,337.96,29.21290067,-81.06167883,-2.90,2.55,5.33
4483,2330:341065.153,337.84,29.21290883,-81.06168267,-3.00,2.61,5.49
4484,2330:341065.296,337.97,29.21291717,-81.06168650,-3.07,2.69,5.66
4485,2330:341065.439,338.00,29.21292583,-81.06169050,-3.16,2.80,5.81
4486,2330:341065.582,337.87,29.21293450,-81.06169467,-3.25,2.85,5.95
4487,2330:341065.725,338.14,29.21294367,-81.06169867,-3.31,2.93,6.13
4488,2330:341065.868,337.92,29.21295283,-81.06170300,-3.40,2.97,6.24
4489,2330:341066.011,338.07,29.21296233,-81.06170733,-3.48,3.08,6.43
4490,2330:341066.154,338.06,29.21297200,-81.06171167,-3.54,3.13,6.52
4491,2330:341066.297,338.22,29.21298200,-81.06171633,-3.64,3.25,6.75
4492,2330:341066.440,338.30,29.21299217,-81.06172100,-3.72,3.33,6.92
4493,2330:341066.583,337.89,29.21300267,-81.06172583,-3.86,3.39,7.06
4494,2330:341066.726,338.47,29.21301333,-81.06173067,-3.88,3.48,7.29
4495,2330:341066.869,338.14,29.21302433,-81.06173567,-4.02,3.56,7.45
4496,2330:341067.012,338.01,29.21303567,-81.06174083,-4.14,3.65,7.61
4497,2330:341067.155,337.86,29.21304717,-81.06174617,-4.26,3.71,7.80
4498,2330:341067.298,337.85,29.21305883,-81.06175150,-4.35,3.79,7.96
4499,2330:341067.441,337.75,29.21307100,-81.06175717,-4.47,3.87,8.15
4500,2330:341067.584,337.50,29.21308317,-81.06176300,-4.59,3.93,8.28
4501,2330:341067.727,337.64,29.21309567,-81.06176883,-4.66,4.01,8.46
4502,2330:341067.870,337.38,29.21310833,-81.06177483,-4.80,4.10,8.60
4503,2330:341068.013,337.48,29.21312133,-81.06178100,-4.87,4.17,8.78
4504,2330:341068.156,337.28,29.21313450,-81.06178733,-4.99,4.22,8.93
4505,2330:341068.299,337.17,29.21314783,-81.06179367,-5.10,4.30,9.08
4506,2330:341068.442,337.32,29.21316150,-81.06180017,-5.17,4.39,9.26
4507,2330:341068.585,337.05,29.21317533,-81.06180683,-5.30,4.45,9.37
4508,2330:341068.728,337.07,29.21318950,-81.06181367,-5.39,4.54,9.55
4509,2330:341068.871,337.14,29.21320367,-81.06182050,-5.45,4.60,9.69
4510,2330:341069.014,336.89,29.21321817,-81.06182750,-5.55,4.62,9.76
4511,2330:341069.157,336.86,29.21323267,-81.06183467,-5.63,4.67,9.89
4512,2330:341069.300,336.90,29.21324750,-81.06184183,-5.68,4.73,9.99
4513,2330:341069.443,336.77,29.21326233,-81.06184917,-5.77,4.78,10.10
4514,2330:341069.586,336.58,29.21327750,-81.06185667,-5.88,4.83,10.21
4515,2330:341069.729,336.62,29.21329267,-81.06186400,-5.93,4.86,10.32
4516,2330:341069.872,336.47,29.21330783,-81.06187167,-5.98,4.86,10.34
4517,2330:341070.015,336.21,29.21332333,-81.06187933,-6.11,4.93,10.45
4518,2330:341070.158,336.30,29.21333900,-81.06188717,-6.18,4.98,10.64
4519,2330:341070.301,336.13,29.21335483,-81.06189517,-6.25,4.96,10.70
4520,2330:341070.444,335.99,29.21337067,-81.06190333,-6.33,5.01,10.76
4521,2330:341070.587,335.73,29.21338667,-81.06191150,-6.46,5.08,10.84
4522,2330:341070.730,335.89,29.21340283,-81.06191967,-6.49,5.14,10.96
4523,2330:341070.873,335.68,29.21341900,-81.06192817,-6.57,5.13,11.01
4524,2330:341071.016,335.20,29.21343533,-81.06193667,-6.71,5.10,11.08
4525,2330:341071.159,335.11,29.21345183,-81.06194533,-6.80,5.09,11.22
4526,2330:341071.302,334.73,29.21346833,-81.06195433,-6.92,5.04,11.30
4527,2330:341071.445,334.58,29.21348483,-81.06196333,-6.98,5.02,11.36
4528,2330:341071.588,334.40,29.21350167,-81.06197233,-7.07,5.02,11.45
4529,2330:341071.731,334.43,29.21351867,-81.06198167,-7.17,5.04,11.68
4530,2330:341071.874,334.33,29.21353567,-81.06199100,-7.25,5.06,11.77
4531,2330:341072.017,334.01,29.21355283,-81.06200050,-7.35,5.15,11.70
4532,2330:341072.160,333.72,29.21357000,-81.06201017,-7.49,5.33,11.65
4533,2330:341072.303,333.59,29.21358733,-81.06202000,-7.61,5.54,11.64
4534,2330:341072.446,333.34,29.21360467,-81.06203000,-7.73,5.62,11.64
4535,2330:341072.589,333.14,29.21362200,-81.06204000,-7.82,5.63,11.71
4536,2330:341072.732,333.22,29.21363950,-81.06205000,-7.81,5.60,11.76
4537,2330:341072.875,333.11,29.21365733,-81.06206033,-7.94,5.61,11.97
4538,2330:341073.018,333.17,29.21367517,-81.06207050,-7.93,5.50,12.09
4539,2330:341073.161,332.44,29.21369300,-81.06208117,-8.18,5.42,12.19
4540,2330:341073.304,332.02,29.21371067,-81.06209183,-8.17,5.31,11.99
4541,2330:341073.447,332.50,29.21372833,-81.06210250,-8.11,5.48,12.03
4542,2330:341073.590,332.35,29.21374650,-81.06211317,-8.30,5.49,12.31
4543,2330:341073.733,332.38,29.21376467,-81.06212400,-8.29,5.33,12.46
4544,2330:341073.876,331.80,29.21378267,-81.06213500,-8.40,5.20,12.40
4545,2330:341074.019,331.71,29.21380067,-81.06214617,-8.43,5.32,12.30
4546,2330:341074.162,331.67,29.21381883,-81.06215733,-8.55,5.54,12.31
4547,2330:341074.305,331.45,29.21383700,-81.06216867,-8.69,5.63,12.37
4548,2330:341074.448,331.26,29.21385533,-81.06218000,-8.74,5.58,12.39
4549,2330:341074.591,331.06,29.21387367,-81.06219167,-8.82,5.60,12.40
4550,2330:341074.734,330.98,29.21389200,-81.06220333,-8.90,5.70,12.40
4551,2330:341074.877,330.72,29.21391050,-81.06221517,-9.03,5.75,12.44
4552,2330:341075.020,330.67,29.21392900,-81.06222700,-9.08,5.79,12.47
4553,2330:341075.163,330.52,29.21394750,-81.06223900,-9.12,5.79,12.45
4554,2330:341075.306,330.19,29.21396600,-81.06225100,-9.26,5.79,12.49
4555,2330:341075.449,330.03,29.21398467,-81.06226333,-9.33,5.78,12.53
4556,2330:341075.592,329.80,29.21400333,-81.06227567,-9.42,5.75,12.56
4557,2330:341075.735,329.65,29.21402200,-81.06228817,-9.47,5.72,12.58
4558,2330:341075.878,329.22,29.21404067,-81.06230083,-9.62,5.69,12.60
4559,2330:341076.021,328.88,29.21405933,-81.06231367,-9.71,5.63,12.59
4560,2330:341076.164,328.56,29.21407783,-81.06232667,-9.80,5.60,12.57
4561,2330:341076.307,328.06,29.21409650,-81.06233983,-9.96,5.59,12.53
4562,2330:341076.450,327.71,29.21411500,-81.06235317,-10.06,5.53,12.53
4563,2330:341076.593,326.97,29.21413333,-81.06236683,-10.24,5.44,12.43
4564,2330:341076.736,326.41,29.21415167,-81.06238067,-10.38,5.37,12.38
4565,2330:341076.879,325.68,29.21416967,-81.06239483,-10.55,5.27,12.28
4566,2330:341077.022,325.11,29.21418767,-81.06240917,-10.65,5.22,12.15
4567,2330:341077.165,324.51,29.21420550,-81.06242367,-10.81,5.20,12.05
4568,2330:341077.308,323.76,29.21422333,-81.06243850,-11.02,5.13,11.98
4569,2330:341077.451,323.20,29.21424100,-81.06245367,-11.16,5.05,11.92
4570,2330:341077.594,322.69,29.21425850,-81.06246883,-11.27,4.99,11.84
4571,2330:341077.737,322.00,29.21427583,-81.06248433,-11.46,4.91,11.77
4572,2330:341077.880,321.26,29.21429317,-81.06250017,-11.63,4.81,11.67
4573,2330:341078.023,320.63,29.21431033,-81.06251617,-11.80,4.72,11.61
4574,2330:341078.166,320.15,29.21432750,-81.06253250,-11.94,4.64,11.60
4575,2330:341078.309,319.54,29.21434433,-81.06254900,-12.06,4.55,11.50
4576,2330:341078.452,318.75,29.21436117,-81.06256583,-12.27,4.47,11.39
4577,2330:341078.595,317.89,29.21437783,-81.06258300,-12.49,4.36,11.28
4578,2330:341078.738,317.09,29.21439433,-81.06260033,-12.67,4.26,11.17
4579,2330:341078.881,316.38,29.21441050,-81.06261817,-12.85,4.16,11.07
4580,2330:341079.024,315.80,29.21442683,-81.06263600,-12.99,4.09,10.98
4581,2330:341079.167,315.01,29.21444283,-81.06265433,-13.19,3.98,10.88
4582,2330:341079.310,314.22,29.21445867,-81.06267283,-13.37,3.89,10.74
4583,2330:341079.453,313.53,29.21447433,-81.06269167,-13.55,3.80,10.64
4584,2330:341079.596,312.83,29.21448983,-81.06271083,-13.71,3.70,10.54
4585,2330:341079.739,312.06,29.21450500,-81.06273017,-13.90,3.67,10.37
4586,2330:341079.882,311.45,29.21452017,-81.06274967,-14.06,3.65,10.24
4587,2330:341080.025,310.67,29.21453517,-81.06276967,-14.25,3.58,10.09
4588,2330:341080.168,309.97,29.21455000,-81.06278983,-14.43,3.52,9.97
4589,2330:341080.311,309.14,29.21456450,-81.06281033,-14.59,3.41,9.79
4590,2330:341080.454,308.58,29.21457900,-81.06283100,-14.75,3.33,9.72
4591,2330:341080.597,307.81,29.21459333,-81.06285200,-14.92,3.21,9.59
4592,2330:341080.740,307.04,29.21460733,-81.06287317,-15.07,3.10,9.44
4593,2330:341080.883,306.28,29.21462117,-81.06289467,-15.26,2.99,9.32
4594,2330:341081.026,305.59,29.21463483,-81.06291633,-15.41,2.87,9.19
4595,2330:341081.169,304.88,29.21464817,-81.06293833,-15.53,2.76,9.04
4596,2330:341081.312,304.09,29.21466133,-81.06296050,-15.72,2.66,8.89
4597,2330:341081.455,303.36,29.21467433,-81.06298300,-15.87,2.53,8.76
4598,2330:341081.598,302.64,29.21468717,-81.06300567,-16.00,2.41,8.61
4599,2330:341081.741,301.81,29.21469950,-81.06302867,-16.14,2.28,8.42
4600,2330:341081.884,301.14,29.21471183,-81.06305183,-16.26,2.20,8.26
4601,2330:341082.027,300.36,29.21472383,-81.06307517,-16.43,2.06,8.12
4602,2330:341082.170,299.64,29.21473567,-81.06309883,-16.54,1.91,7.97
4603,2330:341082.313,298.85,29.21474717,-81.06312267,-16.66,1.76,7.80
4604,2330:341082.456,298.06,29.21475833,-81.06314667,-16.80,1.66,7.60
4605,2330:341082.599,297.40,29.21476933,-81.06317083,-16.87,1.58,7.41
4606,2330:341082.742,296.58,29.21478000,-81.06319517,-17.03,1.46,7.23
4607,2330:341082.885,295.81,29.21479033,-81.06321983,-17.13,1.32,7.05
4608,2330:341083.028,295.04,29.21480067,-81.06324450,-17.26,1.18,6.88
4609,2330:341083.171,294.36,29.21481050,-81.06326950,-17.33,1.07,6.70
4610,2330:341083.314,293.48,29.21482000,-81.06329467,-17.46,0.93,6.48
4611,2330:341083.457,292.78,29.21482933,-81.06332000,-17.56,0.82,6.30
4612,2330:341083.600,291.95,29.21483833,-81.06334550,-17.67,0.69,6.09
4613,2330:341083.743,291.07,29.21484700,-81.06337117,-17.76,0.56,5.86
4614,2330:341083.886,290.39,29.21485550,-81.06339700,-17.83,0.46,5.66
4615,2330:341084.029,289.59,29.21486350,-81.06342300,-17.93,0.33,5.46
4616,2330:341084.172,288.88,29.21487133,-81.06344917,-18.05,0.17,5.31
4617,2330:341084.315,288.13,29.21487900,-81.06347533,-18.07,0.01,5.12
4618,2330:341084.458,287.26,29.21488617,-81.06350183,-18.19,-0.13,4.89
4619,2330:341084.601,286.53,29.21489300,-81.06352850,-18.26,-0.23,4.69
4620,2330:341084.744,285.79,29.21489967,-81.06355517,-18.33,-0.31,4.46
4621,2330:341084.887,285.09,29.21490600,-81.06358200,-18.41,-0.41,4.26
4622,2330:341085.030,284.32,29.21491200,-81.06360900,-18.54,-0.55,4.08
4623,2330:341085.173,283.44,29.21491783,-81.06363633,-18.61,-0.73,3.85
4624,2330:341085.316,282.74,29.21492317,-81.06366350,-18.64,-0.86,3.66
4625,2330:341085.459,282.03,29.21492833,-81.06369100,-18.73,-0.95,3.45
4626,2330:341085.602,281.31,29.21493317,-81.06371850,-18.80,-1.02,3.22
4627,2330:341085.745,280.52,29.21493767,-81.06374617,-18.87,-1.16,3.00
4628,2330:341085.888,279.83,29.21494183,-81.06377400,-18.92,-1.29,2.82
4629,2330:341086.031,279.25,29.21494583,-81.06380200,-19.00,-1.42,2.68
4630,2330:341086.174,278.51,29.21494950,-81.06383000,-19.01,-1.58,2.48
4631,2330:341086.317,277.61,29.21495267,-81.06385800,-19.08,-1.75,2.24
4632,2330:341086.460,276.93,29.21495567,-81.06388633,-19.12,-1.85,2.03
4633,2330:341086.603,276.17,29.21495833,-81.06391467,-19.18,-1.98,1.81
4634,2330:341086.746,275.43,29.21496083,-81.06394300,-19.21,-2.07,1.58
4635,2330:341086.889,274.64,29.21496283,-81.06397150,-19.26,-2.18,1.33
4636,2330:341087.032,274.03,29.21496450,-81.06400000,-19.30,-2.27,1.14
4637,2330:341087.175,273.45,29.21496600,-81.06402867,-19.35,-2.37,0.98
4638,2330:341087.318,272.84,29.21496717,-81.06405750,-19.37,-2.50,0.81
4639,2330:341087.461,272.20,29.21496817,-81.06408617,-19.40,-2.62,0.62
4640,2330:341087.604,271.99,29.21496900,-81.06411500,-19.43,-2.67,0.57
4641,2330:341087.747,271.59,29.21496983,-81.06414400,-19.48,-2.75,0.45
4642,2330:341087.890,271.29,29.21497033,-81.06417300,-19.52,-2.81,0.36
4643,2330:341088.033,270.89,29.21497067,-81.06420200,-19.54,-2.88,0.24
4644,2330:341088.176,270.83,29.21497100,-81.06423117,-19.58,-2.87,0.22
4645,2330:341088.319,270.68,29.21497133,-81.06426033,-19.64,-2.91,0.18
4646,2330:341088.462,270.61,29.21497167,-81.06428950,-19.65,-2.94,0.16
4647,2330:341088.605,270.44,29.21497183,-81.06431883,-19.71,-2.97,0.11
4648,2330:341088.748,270.51,29.21497200,-81.06434817,-19.74,-2.97,0.13
4649,2330:341088.891,270.32,29.21497217,-81.06437767,-19.76,-3.01,0.07
4650,2330:341089.034,270.30,29.21497233,-81.06440700,-19.75,-3.00,0.06
4651,2330:341089.177,270.33,29.21497250,-81.06443650,-19.86,-3.02,0.08
4652,2330:341089.320,270.13,29.21497250,-81.06446600,-19.83,-3.04,0.01
4653,2330:341089.463,270.15,29.21497267,-81.06449567,-19.89,-3.02,0.00
4654,2330:341089.606,270.29,29.21497267,-81.06452517,-19.86,-2.98,0.03
4655,2330:341089.749,270.23,29.21497283,-81.06455483,-19.91,-2.97,0.00
4656,2330:341089.892,270.22,29.21497300,-81.06458450,-19.95,-3.00,0.01
4657,2330:341090.035,270.07,29.21497300,-81.06461417,-19.94,-3.05,-0.02
4658,2330:341090.178,270.05,29.21497300,-81.06464383,-19.97,-3.03,-0.04
4659,2330:341090.321,269.90,29.21497300,-81.06467350,-19.97,-3.06,-0.08
4660,2330:341090.464,269.74,29.21497283,-81.06470317,-19.94,-3.11,-0.12
4661,2330:341090.607,269.84,29.21497267,-81.06473300,-19.97,-3.10,-0.09
4662,2330:341090.750,269.69,29.21497250,-81.06476267,-19.98,-3.13,-0.13
4663,2330:341090.893,269.56,29.21497233,-81.06479233,-19.94,-3.16,-0.17
4664,2330:341091.036,269.47,29.21497217,-81.06482200,-19.97,-3.17,-0.20
4665,2330:341091.179,269.43,29.21497183,-81.06485167,-19.93,-3.18,-0.21
4666,2330:341091.322,269.30,29.21497150,-81.06488150,-19.93,-3.20,-0.24
4667,2330:341091.465,269.37,29.21497117,-81.06491117,-19.92,-3.23,-0.20
4668,2330:341091.608,269.27,29.21497083,-81.06494083,-19.88,-3.25,-0.23
4669,2330:341091.751,269.35,29.21497067,-81.06497033,-19.86,-3.21,-0.22
4670,2330:341091.894,269.33,29.21497033,-81.06499983,-19.84,-3.22,-0.21
4671,2330:341092.037,269.39,29.21497000,-81.06502933,-19.77,-3.20,-0.20
4672,2330:341092.180,269.31,29.21496967,-81.06505883,-19.75,-3.24,-0.21
4673,2330:341092.323,269.24,29.21496933,-81.06508817,-19.70,-3.22,-0.23
4674,2330:341092.466,269.35,29.21496900,-81.06511733,-19.66,-3.20,-0.20
4675,2330:341092.609,269.36,29.21496867,-81.06514667,-19.61,-3.15,-0.22
4676,2330:341092.752,269.37,29.21496850,-81.06517583,-19.56,-3.13,-0.22
4677,2330:341092.895,269.52,29.21496833,-81.06520500,-19.60,-3.11,-0.17
4678,2330:341093.038,269.56,29.21496800,-81.06523400,-19.55,-3.08,-0.17
4679,2330:341093.181,269.42,29.21496783,-81.06526317,-19.55,-3.10,-0.22
4680,2330:341093.324,269.53,29.21496767,-81.06529217,-19.52,-3.09,-0.17
4681,2330:341093.467,269.63,29.21496733,-81.06532133,-19.51,-3.09,-0.13
4682,2330:341093.610,269.54,29.21496717,-81.06535033,-19.52,-3.12,-0.15
4683,2330:341093.753,269.64,29.21496700,-81.06537950,-19.49,-3.11,-0.12
4684,2330:341093.896,269.68,29.21496683,-81.06540850,-19.48,-3.09,-0.11
4685,2330:341094.039,269.64,29.21496667,-81.06543733,-19.46,-3.07,-0.13
4686,2330:341094.182,269.68,29.21496650,-81.06546633,-19.47,-3.07,-0.12
4687,2330:341094.325,269.89,29.21496650,-81.06549533,-19.45,-3.04,-0.05
4688,2330:341094.468,269.80,29.21496650,-81.06552433,-19.46,-3.11,-0.05
4689,2330:341094.611,269.68,29.21496633,-81.06555333,-19.44,-3.13,-0.08
4690,2330:341094.754,269.72,29.21496617,-81.06558217,-19.42,-3.12,-0.07
4691,2330:341094.897,269.76,29.21496600,-81.06561117,-19.40,-3.07,-0.08
4692,2330:341095.040,269.82,29.21496600,-81.06564000,-19.44,-3.05,-0.08
4693,2330:341095.183,269.69,29.21496583,-81.06566900,-19.41,-3.06,-0.12
4694,2330:341095.326,269.59,29.21496567,-81.06569783,-19.40,-3.06,-0.15
4695,2330:341095.469,269.64,29.21496550,-81.06572667,-19.40,-3.04,-0.15
